t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,isJanuary
-0.011719840014882243,-0.05872941176470592,0.06420512820512814,0.0714285714285714,-0.056264605428725245,0.08546341463414597,0.0,-0.0110222222222226,0.07855473665288559,-0.021135062310541963,0.03191489361702149,-0.05443004956090747,0.0,-0.010309278350515538,0.020916666666666694,0.0,0.02032487143906625,0.0,0.0,0.010079999999999867,0.009821004276888923,0.0,0.01968627450980387,-0.009691562187523983,0.009786407766990246,0.009537727867087176,-0.04761904761904756,0.010079999999999867,0.009821004276888923,0.0,0.0,-0.02941176470588236,0
0.07222575815979848,0.27499398834152844,-0.14672402470331491,-0.12488095747120631,0.018440376270280945,0.25932614083417027,0.015041530367108535,0.04477927825902972,-0.18566640960121716,-0.018106485858124577,-0.1743700451385879,-0.04770845425792791,0.0,0.0,0.0,-0.025539297605531308,0.0,0.0,0.05242384175317771,0.0,0.025195449767699385,-0.0122850868146136,-0.012444029506968324,0.025195449767699385,0.024291104990475265,-0.023715040452978675,-0.048873412038778485,-0.051378382170967796,0.027238557586923395,0.0,-0.05273148572401054,0.027674511809173685,0
0.022246375410930552,0.03762191424176242,-0.17039371174179185,0.0,0.15606689617928993,0.0182841068917019,-0.025139781567427244,0.055667978571396715,-0.04225358063884599,-0.10447894853888273,-0.08437795328743058,-0.03498810367094729,-0.0022388360153269282,0.006598245614034992,-0.004325842990374085,-0.004339385834241982,0.0087218706047818,0.01087560848506608,0.030206844470957783,-0.010443147604854208,-0.031660073636730846,-0.010898402091654935,-0.03320025215381406,-0.015924561522065672,-0.002373793615441766,0.006991354756372248,0.004585435607145305,0.006911124556560511,-0.013732856759308576,0.013924074074073811,0.02279372953267389,0.009000016071457173,0
-0.030476495043172402,0.0,0.06247319985486688,0.24296959671439167,-0.06679174484052541,0.11606047219358961,-0.1276103651142948,-0.07124547647768398,0.1000686124452419,-0.09529553679131486,-0.05401859563059719,-0.1817396866005756,0.0,0.0,-0.035471954161640507,0.0,0.03677648806034317,-0.035471954161640507,0.0,0.03677648806034317,-0.035471954161640507,0.0,0.03677648806034317,0.0,0.0,0.0,-0.035471954161640507,-0.03724547621839214,0.0,0.0,0.0,0.0,0
-0.09230485215839501,-0.025210084033613467,0.008849557522123908,0.01754385964912264,0.11353711790393017,0.18577075098814233,0.0032206955663489634,-0.09093270304667411,0.016949152542372836,-0.05552777777777784,-0.12589629629629617,-0.020693530792370574,0.0,0.0041311475409837595,0.0,-0.0041141513746491,-0.004098360655737654,-0.004082304526748848,0.020627417275461912,0.012145748987854255,0.0,-0.0039999999999998925,-0.032128514056224966,-0.016597510373443924,-0.012658227848101222,-0.008547008547008628,-0.021517241379310215,0.030800676628136348,0.017094017094017033,0.008403361344537785,0.03336666666666677,0.003999870971904018,0
0.0318381010346922,0.2121954381969262,-0.075949458885185,-0.1072538695762496,-0.0019975568576219294,0.13108314149899836,0.07253902415856639,0.11510310401521284,-0.13334459834820955,-0.04641608057748614,-0.0019389979493623644,0.0,-0.00871306346298939,0.026409288839997824,-0.030876264346732296,-0.005307743681675636,0.008880758085648921,-0.0017756054976414415,0.0035602269475980552,0.012296900761428642,-0.05042338318636019,-0.02562430923767811,-0.0037905219721054983,-0.02830359999654075,-0.0058232324131263224,-0.005860324943679385,0.003958927997935069,0.021513348680079813,-0.015312304279367028,0.007751431102022588,0.0,0.007738997587461549,0
-0.03192341844801083,-0.04494818949150203,0.0823433607970876,-0.08421909823418494,0.03489335511208935,0.0,-0.03371686071779845,0.0,0.05747180231197646,-0.022235794426348154,0.023002761267374883,-0.04444896851248625,0.0,0.0,0.011231328773703586,-0.011106587043069216,0.022462657547407172,0.0219691715698338,0.021518793371423595,0.010522029830275947,-0.010412469515427736,-0.010522029830276058,-0.010655577935156924,0.0,0.010770342155381973,0.0,-0.05319125896086463,-0.011254203170391386,0.0,0.0,0.0,0.0,0
-0.013226468940869096,0.04048425417127288,0.08981521602572151,0.029353282711318984,0.005585295273645041,0.03426963595511778,0.02773075444094264,0.021327105938818702,-0.005116220313289954,0.0,0.06310005053057055,-0.059245263688806005,0.0,0.0,0.0,0.0,0.00521449749893832,0.0,0.0,0.0,0.0,0.0,0.004984380224112073,0.0,0.005365820803219679,0.0,0.0,0.004933188788872167,0.0,0.0,,,0
-0.010456229589228538,-0.010566717614611698,0.0,0.0,-0.010627785856371474,0.11953996640996589,-0.028496598718290245,-0.009809301141966542,0.0,0.0,-0.019877203056672066,-0.010038368876594927,0.009381289728340514,0.009294099091994745,-0.009208514248082889,0.0,0.0,0.0,0.0,0.0,0.0,-0.009294099091994634,0.0,0.0,-0.009381289728340736,0.0,0.018940263556637138,-0.009294099091994634,0.009381289728340514,0.0,0.0,0.0,0
-0.1071428571428571,0.06005333333333329,0.0,-0.012902559867877805,0.16666666666666674,0.1428571428571428,0.014315241521855482,0.07172931179667752,-0.017857142857142905,-0.09541818181818174,0.010101010101010166,-0.050000000000000044,0.0,0.02555102040816326,0.0,-0.00994985274217941,-0.04526451197941794,-0.03157894736842104,-0.03260869565217395,0.03370786516853941,0.005478260869565377,-0.01625875637810259,0.01098901098901095,0.010869565217391353,-0.010752688172043001,0.010869565217391353,0.010752688172043001,0.010638297872340496,0.04741052631578957,0.01503457147451348,0.01980198019801982,0.04854368932038833,0
