,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,isJanuary
MCK,0.09614628391663382,-0.0003588087549336594,0.03318037416166608,0.004096262160778297,0.06909398814563938,-0.05558194774346792,-0.037012337445815224,-0.0048704122456079135,0.03448882632412453,0.12033898305084745,0.042493360412435566,-0.011915535444947056,0.0009776763891151674,-0.009116067068207778,-0.012649909643502433,-0.042262895174708826,-0.007817929117442723,0.007879530730170003,0.006775538568450257,0.005004314063848048,-0.005666208791208938,0.004662407183560813,0.009453420419388125,0.005448663374765905,0.009314140558848605,-0.013255033557046936,0.020914810406393425,0.01215856095936041,-0.003949317097251992,-0.001982488022468254,-0.009435523919880673,-0.0531417112299466,0
D,-0.008841099163679922,0.024311377245509025,0.038002806361085106,0.02737411287597169,-0.036960539189042185,-0.025736539112766743,-0.024101969872537654,0.013685588480304656,0.0035714285714285587,0.08245717660956875,0.027185732927359707,0.011727078891258014,0.024929444967074277,0.017668655346489315,-0.028410372040586163,-0.009979113483406965,-0.012892639474917922,-0.002374732842555294,0.003094501309212072,0.018035121025154144,0.00512820512820511,-0.023886827458255877,0.023283440247089393,-0.019503134432319547,0.0028415818138765037,-0.009445100354191216,0.006197854588796181,0.0066334991708125735,-0.0018827959519888138,-0.018863475595378376,-0.01201634222542658,0.040136219897835,0
KLAC,-0.01500014925521631,0.0554887393559258,0.050641504809754156,0.0402626411789504,-0.009727225478072254,-0.0019969413364597788,0.03442752570849894,0.009841525862690714,-0.024654090238841908,-0.05948577345058803,-0.08593068321277653,0.007320728014402089,0.043877562996607944,-0.03954846725094574,-0.013646633264656427,-0.028863642432640058,0.01694749545530949,0.013044836744258603,0.016213218503294824,0.007742345933736239,-0.0034924735168569976,-0.0369157357573785,0.0055792761123096835,-0.03763495711979459,0.06517997455661173,0.015297878319516567,-0.014141885930769593,0.011051743449816742,0.031395712087378014,-0.006088566059959999,-0.03244083645834228,0.18991723582831255,0
GLW,0.10031678986272441,-0.017619047619047645,0.13416458852867819,0.05328596802841923,0.06428267347807592,0.015904572564612307,-0.07561070182241181,-0.017654476670870056,0.05341880341880345,-0.019393939393939408,0.012083333333333224,-0.020816326530612272,0.02072968490878946,-0.0170593013809911,-0.029338842975206614,-0.04384844614729666,0.04853072128227964,0.0,0.006794055201698512,-0.00716997047659218,0.02548853016142738,-0.03728251864125942,0.002581755593803914,-0.023605150214592308,0.040000000000000036,-0.008030431107354241,0.00639113762249699,0.01651143099068597,0.0008329862557268086,-0.0029130253849355414,-0.017111853088480844,-0.14861995753715496,0
MET,0.04193291561657131,0.004452550445879666,0.0039748024640919866,0.03709562281570333,0.028744735139980326,-0.053156359681645116,-0.07510362359429534,0.05086034531642958,0.08681454948675937,-0.00130543202963751,-0.02104450414358172,-0.04833999691516899,0.016583533807890127,-0.02962825993974616,-0.016123940885940935,0.015167432570168504,0.028336101935966473,-0.03440101345906632,-0.02490582442684386,0.03582801913906075,0.004110070730109161,-0.016882013441312904,0.02012083792379893,-0.01377262761814435,0.02206765789906462,-0.0015181601867224614,0.013009295332996107,-0.005837205776943577,0.006878609669962232,0.011329940583248765,-0.01993433482583562,0.05732038336826095,0
DHR,0.022364735153014292,-0.03707103716673632,0.006338734854679284,0.006360160402872461,0.04344079898703068,0.0272121177306901,-0.019561583565013252,0.03823636803011343,0.059976124531198716,0.0371670135566633,0.030749084028177,0.007116505324884503,0.0152790279425834,-0.019670069549798774,0.0039052783443609407,-0.0034865652200076758,-0.017499147509306257,0.0038358432618765814,0.011191644532481115,0.0024290344410013986,0.023158478177451203,-0.01618571378963085,0.018058021453607243,-0.022993845887145703,0.019365278768457728,-0.012927763272410853,-0.0009363873786971677,0.003344853514831936,0.01719979522796722,-0.02123435267911178,-0.010981807130134968,-0.03859244159143571,0
ETN,0.04620109493924418,0.03792926704254218,0.05438485804416415,0.06443145209402212,0.050779060643425744,-0.010638297872340385,0.042591996566892165,-0.030558699454676375,0.04804232804232811,-0.06248101265822792,-0.025531914893617058,0.0760266370699223,0.04484629294755882,-0.04061382254528667,-0.01358989777510533,-0.02584735430382823,0.0036295369211514217,0.0023693727397431363,0.009206270216471912,0.00714990138067062,0.007955936352509019,-0.025258044930176027,-0.0037373863211660474,-0.024759284731774467,0.014617258622900309,0.010994565904208331,0.010624999999999885,0.020655534941249165,0.00884634028114406,-0.0031231231231232393,-0.0014459573442582307,-0.043682876794980174,0
MSI,-0.04106184460407891,-0.07075168303246004,-0.049492024088631625,-0.015334265625606913,0.04540185850965628,-0.03278290432248654,-0.03738924127245424,0.007733032547836194,0.08552947773149677,0.01567841238751644,-0.1409368822691125,0.017113562959270023,-0.030235577814876624,-0.038364848617335245,-0.03408445101159352,-0.020651614326689827,-0.0026283774650425196,0.004397193024726631,0.01929593091247117,0.0034419357211150636,0.008575323590201966,-0.030608685541538172,0.0,-0.01929593091247117,0.026830349635382333,-0.015677574963523178,-0.015049990168348182,-0.0035934764581219136,-0.009909993218667479,-0.0145701343378839,-0.04713687702393177,0.8031033968269763,0
NI,-0.01244944721920116,-0.0004170052606817798,0.03823701109165212,0.006552083333333458,-0.09935606373317918,-0.06500459558823546,-0.08625672165928966,-0.013616681100526273,0.015925330595815357,0.05904059040590415,-0.08502314581865755,0.010165616537158195,0.01160995906315021,0.010945999734642387,-0.017022114311962766,-0.00891879622953895,-0.019062373703354285,-0.0016205452173315704,0.0005502290328347481,0.0059392056312468355,-0.009662562013967757,-0.015194170737765966,0.008267821359005723,-0.009020027518727991,0.014613895823399004,-0.024991706292159632,0.0027929000793920356,0.0016541077007903304,0.013323923782639469,-0.01587876424213719,-0.019461035468621768,0.33520980383666044,0
TROW,0.05799459832073328,-0.03382443960924186,0.026539339671441065,0.05634570204382294,0.030296424561244928,0.009531747899226506,-0.0042016642192854725,-0.01022195337951115,0.08727199959977994,0.1471426401225564,-0.029979106157538293,-0.014088878782195002,0.03482423683663005,-0.02884484610760152,-0.012871904055400729,-0.015044442479732023,0.026680332830941733,-0.01706101585326414,0.0030283473166856645,-0.022938939483930665,0.04859922367885039,-0.027886585694789412,0.008686307315133757,-0.03865221220226667,0.041457581516516795,-0.01840381362448107,0.008762420391478676,0.01798138086403389,0.04088050314465419,0.02383111274392924,-0.023276409993109537,-0.1235465854773844,0
