,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,isJanuary
MCK,0.0914326853851692,0.2747648423420246,0.15516611836948613,0.16369657585898412,0.18360705806127653,0.07623267189891392,0.03374980327132526,0.130795703170266,0.06143059933362349,-0.00896855836576893,0.08555282412719367,0.18825002667620194,0.003790087463557,-0.005830903790087216,-0.012244897959183487,-0.010787172011661683,0.008163265306122547,0.012244897959183598,0.016909620991253593,0.013119533527696792,0.016909620991253815,0.018950437317784452,0.0276967930029155,0.03061224489795933,0.025364431486880612,0.00583090379008766,0.0023323615160353306,0.004373177842565967,-0.00408163265306094,-0.011078717201165711,-0.021865889212827616,-0.001457725947521471,0
D,0.0676156583629894,0.08483254328836876,0.020958907792530068,0.03254909238850545,0.0604743457582293,0.04771803847164269,0.026763677702209998,0.08741207147390195,0.09217843622050004,0.07473094984704809,0.09987585667937604,0.09404642891209658,-0.0036519530009526,-0.01159098126389313,-0.022229279136233515,-0.019847570657351432,-0.021752937440457143,-0.021117815179421906,-0.021117815179421906,-0.023658304223562743,-0.012543664655445985,-0.010955859002857893,-0.0028580501746585663,0.006192442045093838,0.005716100349317577,0.009050492219752515,0.00508097808828234,0.01841854557002276,0.018736106700540267,0.014607812003811338,0.013337567481740864,-0.003493172435693248,0
KLAC,0.1283868911185657,0.11756233292434448,0.2556932126512077,0.4506602114656657,0.2584730783047646,0.38468516791392515,0.40363188369464553,0.39268642230436535,0.35052701063258795,0.24582442027409823,0.18569312727203746,-0.02014764669496627,-0.0022992810845116,-0.03805778374273017,-0.024675655711268507,-0.020282572281698275,-0.004390482432868326,-0.008362204396724748,-0.020282572281698275,-0.04161334623427693,-0.040148985091086775,-0.03680410333239692,-0.042240186439443383,-0.07277068572677015,-0.058969797226296805,-0.06731379464610787,-0.03701218306855136,-0.00961848580375968,-0.015473329379817935,0.01192036788497397,-0.008780964865736096,0.026558777323470784,0
GLW,0.3462246777163904,0.32295217663884657,0.45919115417889045,0.49173816877024135,0.7032937636140211,0.9832625158517445,1.0680019142563189,0.8594189625597763,1.2814523263316535,1.2161166172958402,0.9820947025093993,0.9555013031018493,0.0107260726072608,0.02062706270627057,0.005775577557755929,0.026402640264026722,0.06188118811881216,0.05610561056105645,0.04620462046204654,0.03547854785478588,0.01897689768976929,0.00907590759075938,0.0033003300330034513,0.010726072607260884,0.027227722772277252,-0.0024752475247524774,0.014851485148514865,0.037953795379537913,0.034653465346534684,0.05610561056105623,0.031353135313531455,0.06765676567656764,0
MET,-0.0321774008798599,-0.02978234278925429,-0.04629476373086783,-0.02782347109918404,-0.0465218143383187,0.054196067391525826,0.08540774360632408,0.10077201138823288,0.09587506481457497,0.14336723063677748,0.15078673430333356,0.11148203686227376,0.0127473575458951,0.013879043153461001,0.007931335929428629,0.015013907653182779,0.02407692919017701,0.02407692919017701,0.01557975045696569,0.021244536279106496,0.01982992926964955,0.01982992926964955,0.0059477072240325946,0.008780100135103108,-0.0014177859016129002,-0.008500357625367161,0.005098943018358337,0.0011316856075660464,0.0056647858221412495,0.011895414448065189,0.005947707224032817,0.011329571644282277,0
DHR,-0.0298636215833667,-0.018321675178400443,0.04154455837625015,0.11424073022160175,0.06190763818596334,0.19212916404751423,0.18500693758916764,0.30364973424582753,0.299391289184483,0.2618039021447931,0.3032589953458733,0.29444444787091006,0.0074730710293853,0.011954660176672016,0.0034168244095911238,0.013022241752298935,0.0450468721831625,0.03864138272940387,0.029035965386696283,0.02156289435731118,0.02156289435731118,0.03672029926086262,0.029035965386696283,0.024337479718767874,0.039494884622319315,0.05422694699837827,0.06426052370650881,0.08560933838110762,0.07813908418965299,0.08133901207860195,0.07813908418965299,0.09756681539571033,0
ETN,0.0336206896551725,-0.03212718982974261,0.037649400484403905,0.15329958292414947,0.09147168986264576,0.22587251755553606,0.25749612134506616,0.3152308328442488,0.41710631943283394,0.40904295438807825,0.3506332925122164,0.4245222896869525,0.0111396743787488,0.018508997429305785,0.023136246786632286,0.02690659811482421,0.03256212510711198,0.045415595544129994,0.029991431019708692,0.039588688946015305,0.04884318766066853,0.05244215938303354,0.029991431019708914,0.04455869751499586,0.055698371893744714,0.046272493573264795,0.06803770351328198,0.09288774635818342,0.07712082262210807,0.08826049700085692,0.07763496143958881,0.08688946015424182,0
MSI,0.0761709806879089,0.16150253561571448,0.13484843789810963,0.3383842214042103,0.4748363976143988,0.6676191098123725,0.7125773883594861,0.694985334637896,0.9790406018907933,1.1958410456502877,1.0973027073346358,1.1312226258711222,0.0142353785588447,0.018792004698001463,0.0028492507123130117,0.01936837984209494,0.034745633686408706,0.03302738325684618,0.019368379842095163,0.014235378558844936,-0.023914130978532233,-0.05466863866715932,-0.05067751266937781,-0.09795114948778694,-0.11787415446853822,-0.1002240250560058,-0.08313939578484852,-0.06264001566000332,-0.06833851708462879,-0.06548926637231611,-0.08484677121169204,-0.07061139265284755,0
NI,0.0375661446902475,0.0068333332665713176,0.018435611297731747,0.022134220612033628,0.05540419346790548,0.08906011478571618,0.09592823097586645,0.16325580096748915,0.12056302984460632,0.1584487904784626,0.13704344115982825,0.07365676256220843,-0.0192326514632474,-0.0168346872858961,-0.012993050797690198,-0.015868160908289908,-0.010105706175981055,-0.009139179798375197,-0.010582852109229601,-0.013947342664186957,-0.004820397376920638,-0.014424488597435392,-0.01539101497504125,-0.00961632573162341,-0.0009665263776057476,-0.0024101986884601523,0.0033644905549576887,-0.004820397376920527,-0.007218361554272024,-0.0004893804443570904,-0.007218361554272135,-0.012993050797689976,0
TROW,0.2099516572019284,0.24863028970771128,0.346314741591883,0.4193150158718679,0.37922048136181896,0.36719299292703034,0.40153068433824446,0.5756843164500023,0.7295356955141536,0.752194024532681,0.7901066976567619,0.7027778618768223,0.0018612578541687,-0.007652780015432903,0.007033773986483416,0.008273905928042558,0.0372293968507007,0.03640264222299483,0.017580195198887427,0.01571893734471841,0.005170396248653786,-0.0022746351680218435,-0.0033091383944847674,-0.001447880540315749,0.006618276788969979,-0.009098540672087707,0.002069006452926292,0.015513308629622635,0.018822447024107403,0.03143787468943704,0.017787943797644257,0.031024497375583993,0
TPR,0.1291657090324065,0.10148465125067463,0.1909156776068084,0.3165856367295079,0.23028539732040287,0.5984697085331385,0.756773329323041,0.6358705767623287,0.5353349545613062,0.6953280649000995,0.7372874345063769,0.8387191232291096,0.0094058270245467,-0.0011470520761643899,0.011699931176875289,-0.00550584996558845,0.016288139481532182,0.031888047717365975,0.03441156228492748,0.046111493461802766,0.013535214498737735,-0.00779995411791734,-0.005505849965588672,-0.02271163110805252,-0.017435191557697016,-0.020417526955723853,0.0066529020417525064,0.0318880477173662,0.042670337233310374,0.050699701766460104,0.041523285157146095,0.03578802477632492,0
FITB,0.1714285714285714,0.1633246034491278,0.11683222400936355,0.1960228129924837,0.13589444311905874,0.18733117261878962,0.193077978640108,0.21152763810361486,0.18786900703180054,0.1593104838662276,0.14056541385346533,0.10877984133565244,0.0003700962250186,-0.0012953367875646604,0.00018504811250941167,0.010732790525536773,0.0181347150259068,0.021465581051073324,0.02609178386380462,0.021280532938564134,0.014618800888231087,0.010177646188009204,0.00629163582531489,-0.00018504811250885655,0.002035529237602196,-0.00444115470022155,-0.010362694300517616,-0.0062916358253140015,-0.0037009622501844586,-0.005366395262767831,-0.008327165062915753,-0.004626202812730851,0
USB,0.0690784438331764,0.10052328654706288,0.109244154578376,0.07413704400961652,0.08053499123383734,0.2154864895971531,0.24885549381718253,0.338678661310825,0.2793930275610894,0.28888005212986867,0.24912490155593647,0.15539547171335544,0.0053571428571428,0.0128571428571429,0.010000000000000231,0.017857142857143016,0.012500000000000178,0.009642857142857286,0.0007142857142858894,0.0017857142857145014,0.004285714285714448,0.003571428571428781,0.0017857142857145014,-0.003214285714285503,0.0071428571428573395,0.008928571428571619,0.01714285714285735,0.016785714285714404,0.011428571428571566,0.003571428571428781,-0.010714285714285565,-0.017142857142856904,0
BEN,0.0710804721940305,0.11592239919163871,0.24901701046125058,0.2501752559327721,0.27350594908896153,0.3582901599244883,0.3648532931463244,0.48029877331897497,0.6196398135099701,0.5802037825897965,0.5531499075661932,0.5099156994287635,0.002984488513646,-0.00756157689203063,-0.0029844885136462995,0.003979318018194844,0.016715753648798737,0.007561576892030075,0.004577088378383998,0.005770447455112793,0.005971158670942556,-0.0049741475227437215,0.003383729301655869,-0.008159347252219562,-0.015919453716429777,-0.03343368894124821,-0.008955647184588855,-0.0049741475227434995,0.0017911294369179487,0.009950476689137844,-0.009352706328948135,-0.0029844885136462995,0
PAYX,-0.0122977346278316,-0.054135888586248515,0.04988000033592144,0.16280501573775696,0.09263298530332076,0.2536932720520415,0.2414211586213415,0.1967055480879476,0.20054935605825164,0.0310184046534554,0.1420116741027695,0.18604565315451094,0.0174029451137884,0.021419009370816644,0.028647925033467248,0.019812583668005423,0.035609103078982685,0.032396251673360466,0.028915662650602636,0.01847389558232959,0.010977242302543821,0.014457831325301651,0.021419009370817088,-0.00535475234270355,0.006961178045516103,-0.014993306559570874,-0.010709504685407323,-0.012315930388218543,-0.06479250334671927,-0.09852744310575523,-0.11914323962516626,-0.09129852744310463,0
