,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,isJanuary
MCK,0.121301775147929,0.1775147928994083,0.3347145007675911,0.328769224594907,0.3969872874647349,0.5786849943631334,0.5221972073708556,0.7281415354269125,0.8000226391535088,0.8538439140783647,1.076964062057102,1.2430613321495647,-0.0012262415695891,0.016554261189454467,0.02513795217657888,0.03494788473329269,0.04966278356836318,0.061925199264255326,0.07050889025137974,0.07173513182096891,0.07357449417535289,0.07418761496014747,0.07909258123850416,0.07909258123850416,0.05579399141630925,0.05456774984672008,0.05763335377069301,0.05456774984672008,0.06560392397302306,0.042305334150828156,-0.038626609442059645,0.010423053341508615,0
D,0.0168350168350168,0.01683501683501687,0.01683501683501687,0.030214424951267027,0.06031809321282999,0.08388071750644843,-0.01741654581191121,-0.06823982792508809,-0.05458766423168282,-0.0035762072657663513,0.003248613232413433,-0.010494518455701929,0.0082508250825081,0.011551155115511413,0.013201320132012917,0.003300330033003007,0.021452145214521323,-0.0033003300330032292,-0.01650165016501637,0.013201320132013361,0.014851485148515087,2.220446049250313e-16,0.0033003300330034513,-0.0033003300330031182,0.004950495049505177,0.013201320132013583,0.018151815181518538,0.006600660066006903,4.440892098500626e-16,-0.019801980198019375,-0.056105610561055674,-0.0412541254125407,0
KLAC,0.1842129381112609,0.2763194071668913,0.8493601124762795,0.8428710616595174,1.2205594549518946,1.1619516298505967,0.9246679350588729,1.3708692101473727,1.5198747150304213,1.5394088284485257,2.179179156512777,2.7166888506350153,-0.0329673934436984,-0.0073260874319329705,-0.012820653005882643,-0.018315218579832204,-0.008242759565828872,0.02564130601176573,0.02564130601176573,0.06410144261960493,0.04395652459159827,-0.010989131147899234,-0.02014674043781539,-0.10805796721120242,-0.14468840437086739,-0.11538405464313539,-0.08241848360924575,-0.14468840437086716,-0.17948731967254883,-0.24542210655994567,-0.34798550819719876,-0.28937680874173466,0
GLW,0.0540540540540539,0.047297297297296925,0.09813697192337933,0.2579278006552639,-0.020466056866802695,0.03816801719398688,0.2284988203462175,0.33954956116847423,0.38775957108199277,0.5285965572561555,0.7080254985142147,0.4610612454428975,0.0052770448548813,0.0316622691292876,0.0026385224274407815,0.010554089709762682,0.009234828496042402,-0.05013192612137185,-0.03957783641160961,-0.015831134564644023,-0.01319261213720313,-0.04617414248021112,-0.01055408970976246,-0.0013192612137201687,0.02110817941952492,0.02902374670184682,0.03430079155672816,0.02110817941952514,0.015831134564644023,-0.029023746701846487,-0.11345646437994694,-0.04353562005277034,0
DHR,0.003032241555783,-0.012073752143645367,0.088238769049656,0.1338356612796332,0.2290892863539964,0.06850316760930486,0.02244358806565705,0.09526025318329023,0.180450230361769,0.24961591785597315,0.36168240930922546,0.3156243128218448,0.0085846436806602,0.006437350221750959,0.002147293458909072,0.004292321840329905,0.001073646729454314,-0.005363703492296756,0.005363703492295979,-0.002147293458909627,0.006437350221750737,-2.220446049250313e-16,0.001073646729454314,-0.0032186751108757017,-0.007510996951205939,-0.00429232184033046,-0.007510996951205828,-0.005363703492296645,-0.02360437250558367,-0.030043987804822758,-0.05901206380270252,-0.07296267605314755,0
ETN,0.0878378378378379,0.07213708553914766,0.23776995470385942,0.2512239759506405,0.26022558728841494,0.2940420162854207,0.2782058377644454,0.3551244191520402,0.4555040057558952,0.5935259373361956,0.6565791219070523,0.653137475531899,0.006765899864682,0.035859269282814576,0.03315290933694204,0.058863328822733596,0.07104194857916135,0.06833558863328859,0.10419485791610339,0.08389715832205735,0.0798376184032481,0.08254397834912086,0.09404600811908037,0.09742895805142138,0.07713125845737556,0.07036535859269377,0.11434370771312663,0.11231393775372189,0.09336941813261235,0.07848443843031183,0.03653585926928349,0.06833558863328903,0
MSI,-0.028302430658144,-0.13207560766453563,0.044811881616211524,0.16619035871610444,0.2941874355880656,0.07768899023261944,0.16169609044367372,0.1083425245319729,0.27941059919446065,0.4701145925732353,0.5496460218027002,0.41799288865228945,-0.0052090931032561,-0.017361875485699785,0.014757328934072556,-0.006943689279187537,0.02256831630122602,0.027777409404482256,0.03559104905936694,0.037325645235298355,0.030381955956110485,6.661338147750939e-16,-0.01736187548569912,-0.033853800595702976,-0.03993019178692492,-0.029514657868143446,-0.0390628936989591,-0.08333488050117543,-0.07465394275832538,-0.13454790429484853,-0.18750082883991503,-0.1284715131036267,0
NI,-0.0305098548004195,0.02353715423049052,0.047187448677277644,0.0708308660393171,0.05394074589936104,0.0775841632614005,0.06402821367843581,0.07080963782095706,0.10139866242651419,0.12003357715474028,0.13009653883172478,0.0981402574582182,0.0059323160196695,0.01483683110418399,0.020769147123853804,0.022255246656276206,0.022255246656276206,0.014836831104184212,0.014836831104184212,0.00890451508451462,0.016322930636606614,0.016322930636606614,0.020769147123854248,0.019289088646441632,0.025221404666111447,0.04747665132238765,0.059347324416736624,0.04599659284497526,0.044510493312552635,0.04599659284497526,0.03857817729288304,0.014836831104184656,0
TROW,0.1403515081331658,0.18822839838743932,0.26715121170484046,0.5258434542996056,0.4386529104398398,0.5296495466779676,0.2833490525247284,0.5987865896530404,0.6753242269949911,0.7297749602932138,0.8215895608596617,0.8299069321242811,0.0037396813914067,0.024300265762603912,0.03364640392850493,0.03364640392850493,0.07289773197519578,0.024300265762604134,0.018692276331802038,0.05233714760399866,0.03551471196790024,0.042991009438097416,0.046730690829503985,0.046730690829503985,0.0018698406957031732,0.024300265762603468,0.06542143450499793,0.042991009438097416,0.09159000830699715,0.06168328576989901,-0.0878487942592826,0.03177656323280109,0
FITB,0.1018957345971565,0.19491290699821562,0.327681007775795,0.18711691531554608,0.4522240525302832,0.5673680308053379,0.4569238067455912,0.41198622179726985,0.4616540788454151,0.5427265317717278,0.780475483585864,0.646763886004317,0.0230326295585412,0.04606525911708226,0.028790786948176272,0.040307101727447225,0.05758157389635321,0.02687140115163178,0.028790786948176272,0.021113243761996303,0.019193857965451144,0.017274472168906208,0.03646833013435735,0.030710172744721875,0.0038387715930907618,0.011516314779270731,0.034548944337812415,0.030710172744722097,0.03454894433781264,0.02111324376199719,-0.01343570057581478,0.010556621880998929,0
USB,0.0843956799125753,0.1448158046321839,0.18138672870141637,0.1670938695972468,0.40912725314771725,0.4998805691643393,0.5189268800858386,0.6291330171536205,0.5858802836509012,0.6243262915647199,0.8201160415228561,0.7406672292806222,0.0013656545624374,0.025920876143763705,0.030015626452529753,0.039564141496863936,0.0409275826807558,0.036835045750534645,0.034105950004205576,0.04229323724319323,0.04229323724319323,0.05866338496407719,0.07094099575474022,0.07230665031717742,0.06275592189429813,0.08458426110784045,0.113234232997933,0.10504915913749113,0.099590967644833,0.09686187189850393,0.03683504575053509,0.05047831110363554,0
BEN,0.1226215684020424,0.18126548520419483,0.19590143765395607,0.1396483582903385,0.3931408122940452,0.48517207987967326,0.29753830810484927,0.4753267125773577,0.6329464852843112,0.8229349159234787,1.1338225714292562,0.9438368948842355,0.0074021525379315,0.029610970908395595,0.04306846430417899,0.05450987150401487,0.07604351346693639,0.03903157039894456,0.00942177986888404,0.013459854152453543,0.026918527926571567,0.04037720170068981,0.06527610229630842,0.04643372293687609,0.05047179722044559,0.05989239671099389,0.08950218724105485,0.10430767269525254,0.10094241406255566,0.07133262353249492,-0.052489063794727286,0.01211422285070829,0
PAYX,0.0841105948059619,0.0654208053114218,-0.0043650883760084636,-0.051611827457199166,-0.09588565083909284,-0.19221658696149424,-0.23850811225436086,-0.1331948922130881,0.020059979817613538,0.023426469962356533,0.07326802088194029,-0.0838778576612178,0.0531907348831934,0.11347356775081163,0.10283542077417351,0.07801307782868339,0.08155912682089594,0.07801307782868316,0.08510517581310917,0.09219727379753473,0.11701961674302486,0.09574332278974773,0.12765776371966342,0.12411171472745108,0.09219727379753495,0.07801307782868361,0.10992751875859974,0.09219727379753495,0.11347356775081185,0.05673678387540648,-0.028371228776896573,0.09219727379753517,0
WHR,0.049222797927461,-0.008484455958549297,0.04645440004374746,-0.019277660260507923,0.07299460288702475,0.07034523349718036,0.00940973753075669,-0.0039070136240025866,0.06839005796780362,0.16880265740086786,0.07106772728601851,0.22637254774249116,0.0028382213812676,-0.0009460737937558861,-0.009460737937558972,-0.016083254493850396,-0.0075685903500472,-0.000946073793755775,0.0018921475875119942,-0.005676442762535205,-0.000946073793755553,-0.0037842951750231,-0.004730368968778986,-0.004730368968778986,-0.04162724692525943,-0.04635761589403897,-0.02932828760643258,-0.028382213812676693,-0.05014191106906252,-0.03973509933774744,-0.14285714285714202,-0.09176915799432261,0
WY,0.0394365244830108,0.04227699305499755,0.045117461626983824,0.07928914073610938,0.03657283292396185,0.062415127082598776,0.03065745641352735,0.07164938122558095,0.17147466057446548,0.22138847485742352,0.46743304508334527,0.36409192449159855,0.0031517902168429,0.01680618591359906,-0.007352496217851834,-0.006301899478904249,0.013656076651537896,-0.014706673390485703,-0.019957976130442034,-0.006301899478904249,0.00840309295679953,-0.05042023869557899,-0.025210959825180623,-0.06932761808707322,-0.07562951756597736,-0.07247940830391653,-0.07668011430492461,-0.13655404269625115,-0.10294167086905337,-0.13025214321734702,-0.20168095478231607,-0.19117666834762115,0
RTX,0.0759788135272141,0.14845490884709633,0.24378985274080045,0.17926342355058522,0.2415656359916687,0.36142782294692744,0.3842715489684918,0.3911705131496721,0.47854907576266714,0.5292161973847003,0.5533244587094803,0.42864420437800166,0.0030948441659877,0.010834054203864962,-0.013158336762717493,-0.02476925144244102,-0.026316673525434764,-0.04643945947307859,-0.027089334755477812,-0.03250846148031794,-0.023221829359447055,-0.007741309660784901,-0.001549521705901502,-0.012383575909766464,-0.020124885570551365,-0.013933097615668077,-0.0030969437888952456,-0.02167230765354522,-0.04643945947307848,-0.09907280652394812,-0.1578958419067934,-0.12074301455458569,0
HUM,0.1095890410958904,0.006211180124223725,0.033591076182025725,0.040436050196476225,0.03363581457427722,0.053771577195854015,0.17382150371183736,0.17382150371183736,0.2207743638603108,0.22740900714216017,0.2867997655522647,0.2535491256155138,-0.0341207349081364,-0.06561679790026242,-0.015748031496062853,-0.02887139107611536,0.03937007874015763,-0.013123359580052396,-0.007874015748031482,0.0,0.013123359580052396,-0.002624671916010568,0.010498687664041828,-0.013123359580052507,0.005249343832020914,0.034120734908136496,0.034120734908136496,-0.03149606299212604,-0.015748031496062964,-0.1076115485564304,-0.1417322834645669,-0.09448818897637801,0
HBAN,0.0165745856353589,0.06077348066298294,0.1052037835179771,0.165989991611466,0.1770420294466457,0.2599323132104936,0.1655761487850378,0.27711453622858206,0.27151315668372056,0.310550841318747,0.3927379279777192,0.5821014181852153,0.0259965337954937,0.045060658578856216,0.053726169844021454,0.06759098786828432,0.06412478336221872,0.043327556325823524,0.0467937608318898,0.043327556325823746,0.029462738301560654,0.015597920277297117,0.015597920277297117,-0.0034662045060651625,0.0017331022530338025,-0.0017331022530323592,-0.0017331022530323592,-0.015597920277295896,0.0017331022530338025,-0.022530329289427664,-0.08145580589254697,-0.07798960138648137,0
TSN,0.1119791666666667,0.23786360062893097,0.3684399298091978,0.43111656781572605,0.42585510984581476,0.2785342866883138,0.2083708197359062,0.2554502023230194,0.3031255264618682,0.22317917514518926,0.32576839628639886,0.34555598429067347,0.0324324324324323,0.0108108108108107,0.00540540540540535,0.01621621621621605,0.00540540540540535,-0.010810810810810811,0.008108108108108025,-0.002702702702702786,-0.005405405405405461,-0.02972972972972976,-0.05405405405405406,-0.037837837837837895,-0.05945945945945952,-0.06486486486486487,-0.09189189189189184,-0.10270270270270254,-0.10270270270270254,-0.11081081081081068,-0.18918918918918903,-0.12432432432432405,0
