,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,isJanuary
MCK,0.17927287741922787,0.7903523933500218,0.8190647470379138,0.7508655664381693,0.4139078399207152,0.5080236238678746,0.2442209508643237,0.212323476912452,0.11696876032391569,0.07675141905178727,0.2942172063657541,0.42048609394430775,-0.15584974476397956,0.24987467255061832,0.44851619935949616,0.7693625177084682,1.328170721004132,1.400877448915374,1.2070851573957324,1.3894067879681609,1.211458085251496,1.201599621518821,1.5648676822033682,1.5622571469618547,1.4888798946182513,0.8222639828063365,0.5490489887796567,0.2941880229144104,0.10012591543864115,-0.12303368006872062,0.2281767602161873,0.3266225456474828,1
D,0.32891083508016944,-0.043092664888916214,0.24538764426917375,0.3122158102530003,0.19734408806014353,-0.20934002068373558,-0.19958880010812932,-0.13192944563899192,-0.14678134577695795,-0.23269978640817454,-0.08198399448929354,0.055977284786264514,-0.07310454400547423,0.26762380560679294,0.6567566371487954,1.1228339388516677,1.1306591234631314,1.1461510721829409,0.9110290873636198,0.8543885260100513,0.8879468968965192,0.9029039197460985,0.8074912900273482,0.648491039393213,0.44606044748759033,0.03394177568477549,0.005747731405427877,-0.4030690781453645,-0.5495865825143791,-0.42956965461367597,-0.4520524414699432,-0.008725874673956021,1
KLAC,-0.393692813480496,-0.7687558065602847,-0.20667588084446106,0.024382995800354322,0.03205622017070666,-0.2026070517614263,-0.09828055003251987,0.17396566551344197,0.13395074563654574,-0.08620242358613363,-0.29558594454488035,-0.34911343132540756,-1.3010807571176606,-0.6762299991344287,-0.8879577266974242,-1.1503354831416353,-0.9388755367829743,-0.7566596215776699,-0.7790304611412281,-0.8285193361901043,-0.5796465655298833,-0.7294167143882937,-0.12375857617179613,-0.15599789114100432,0.17084020909675568,-0.05099778427425177,-0.43794999322843986,-0.6001542166663678,-0.40116206779796737,-0.4105383646816449,-0.5756259474445086,-0.665601850047116,1
GLW,-0.9244291976756571,-0.3103229239216759,-0.37600047996010116,0.4468183055426963,0.4725829000344252,0.5326740851974674,0.595993792224587,0.35528988899279257,0.2036797939590693,0.2081986529876587,0.04233733078725065,0.13049755544391242,-0.6052695161105317,-0.4044806164280537,-0.2508927591212904,-0.49732157090754137,-0.41901239826551895,-0.08187389062508701,0.08960761945853353,0.24739119727940212,0.3596305589709385,0.4374776240739696,0.08896906092566394,0.4292179376366529,-0.08100337003836437,0.2502293397872169,-0.17075473583656628,0.1392235614802,0.6934925906580642,0.34172785473215755,0.4225519893107337,0.6505955214909408,1
MET,-0.04759898597343005,0.06636327777638011,0.17390308002070004,0.00794625862686875,-0.0006095223838034377,-0.040967631482371654,-0.17739028390054984,-0.2962588602549769,-0.18711645597713966,-0.038195268995175446,-0.1140195198878778,-0.07281152492629576,-0.7029714795467893,-0.010836259649182394,0.2533423043247683,0.44183510005832927,0.23215017845028763,0.2112019713562778,0.4052556958639586,0.5533469480209523,0.801415807761374,0.8096539031311069,0.8971981301257086,0.7177804552594491,0.36391948782080796,0.16675221286162062,-0.14601524237661145,-0.035862961440336,-0.22029401398714887,-0.010616618923760607,0.15338832985316794,0.060763618990410315,1
DHR,-0.14348645717214448,-0.2027171333318969,-0.4449516338233473,-0.47270393942348243,-0.5771998261294242,-0.44792591055633585,-0.19018539597692985,-0.10720367056487201,-0.040657450575320685,0.015753628435049464,0.027766773269290872,0.15931277877032107,0.30616873605452405,0.6976039720478113,0.5065497357384763,-0.06822667240198309,-0.015648328910461792,-0.1638279327310382,-0.023815387575189997,-0.3250111773855581,-0.38787747520398397,-0.09882035712362089,-0.12451114488015026,-0.13689002453870938,-0.14379917931100564,-0.17902544034696455,-0.39289139267074075,-0.8004040102098419,-0.6120276583498873,-0.8928484303183414,-0.902675878221986,-0.915021217371735,1
ETN,-0.30858984299865366,-0.1511663248500318,0.25942603808448744,0.44291769511684975,0.5389916124234437,0.5173281084449575,0.45993614761917406,0.7359348119298244,0.5053913671432474,0.4511934829592864,0.11650191777400239,0.10799470505388623,-0.8256093486846408,0.672802850950665,0.1361373327265506,0.21157629505143283,-0.3385262045081049,-0.3989600162525786,-0.5492807807848096,-0.5982263455793596,-0.3684865376978182,-0.39600196276709543,-0.6203637358540114,-0.8058188279683668,-0.8150783960345187,-0.6825805504669533,-0.7743332252863209,-1.0280930721942274,-0.6512082104069711,-0.8729484770240815,-0.9072216906291195,-0.9994198836012236,1
MSI,-0.7284538784669135,-1.297338867130654,-1.7058185361793434,-1.8047371381140285,-1.768175345605798,-1.4295632092510961,-1.2107560856277793,-1.0692184284703892,-1.0641183046887763,-0.8227720728638108,-0.7353125447282858,-0.7756033156610541,0.9740276883314513,0.4163007250539107,-0.1748444423009551,-0.31428163093547895,0.007018449428239223,-0.2511649001978034,-0.2779906669664863,-0.30441212265893774,-0.4141201953247244,-0.501531460233469,-0.6457030787253843,-0.6407627068315062,-1.0863473074932373,-2.8303036022157255,-3.213375230832827,-3.509539996922063,-2.8481595385115117,-2.5864145746556715,-2.4935771677789993,-2.4198907709700745,1
NI,-0.229218934517506,-0.5941173261668872,-0.49767170707788144,-0.3025766359361031,-0.4362604598148675,-0.9769329315036333,-0.9555272514211616,-0.9863479953362032,-1.0385044719444518,-0.9417463086722407,-0.761202495645565,-0.7080673601902272,1.174810352402399,1.2923340951498845,0.9235514428930612,1.2924014723365225,1.2974532857894423,1.182062185921026,1.0538213824813425,1.204365503919292,1.2328876894595562,1.1113314493585147,0.843137308881987,0.8828139262509216,0.8494421162461803,0.5119119454842664,0.7956346817419145,0.6225929736032975,0.6190240916098148,0.312058134095759,0.6902211488078119,0.5964197872813,1
TROW,0.025236880783515242,0.28403145932383667,0.03060866508935813,0.052845777301759475,0.15178929854181072,0.09147717001830447,0.1954803870930826,0.29906226599243946,0.17898135354333555,0.28962769430464635,0.5663868945553897,0.46731369227549613,0.07832003511799032,0.09971292259597744,-0.48935586992597097,-0.7468798054586858,-1.1729056240857239,-1.2793251422050531,-1.1136841413017171,-0.8072649260377682,-0.8606835660698242,-1.1256701647101608,-1.327888650356018,-1.280329293600665,-1.108007142529969,-0.6904424963163399,-0.5141979084297916,-0.2824152462788944,-0.33749531080817297,-0.38002853841104217,-0.9333320966358709,-0.8734987447302818,1
TPR,-0.13042370097342226,0.07858768696675608,0.28866658569106457,0.5441733785148103,0.06009625815870063,0.09371559422341365,-0.18230802725458667,-0.19533164088901447,-0.34530906687239177,-0.21879257656451565,-0.8084431546409041,-0.5738156825329923,0.6261907257981244,-0.2051801373128251,-0.6586087504108099,-0.465467678215308,-0.6862889280539306,-0.7336851016722732,-0.0015643317557040408,-1.2697752043258177,-1.6853890942099772,-1.4995551550259993,-1.0905013450871346,-0.9941739796971503,-0.9558668011954833,0.31700024753946593,0.5233895805101118,1.001539105143104,0.9423172009970102,0.8372661817220083,0.9075222839900471,0.7032562333184759,1
FITB,0.29912708280559924,-0.25056364354232263,-0.08490181315055469,-0.41565860071455774,-0.27759534239019196,-0.1973062134612813,-0.34898711700496127,-0.4552180908774512,-0.5778876813426475,-0.709725985428159,-0.8141784828502364,-0.665873839599127,0.1883059312731693,0.5023829049353715,0.014245532755563298,-0.43756920650775166,-0.44619295506404255,-0.1526946488332002,-0.05327209409653275,0.6108895660656556,-0.008919264507421906,0.07706685294326582,0.3907709030257037,0.22379011910700103,-0.13277114916514224,0.631306124555054,1.0657658312165768,1.084896061273778,0.7294967447702159,1.2126184914379938,1.2702928596639238,1.161145573499823,1
USB,0.6569116389847848,0.34503777340011227,0.41456905489313767,0.06540185767797635,-0.28821633111757805,-0.3786407641316925,-0.4223440448365622,-0.5712563302745622,-0.3733309232636429,-0.4100652867409451,-0.37704394257850243,-0.21165112471850678,-0.019505680083909568,-0.6022945911663453,-0.41365913003012844,-0.25538675613618017,-0.609445303623646,-0.3741062277006288,-0.07173482888669674,0.08700337173212531,0.0915362517337884,0.4836655558532587,0.7572389296674716,0.6910580081802818,0.7369302573276396,0.9911811432437864,1.2593784026984618,1.5150993161101551,1.451355856740637,1.3965627365319107,1.372439333198198,1.317874185604131,1
BEN,0.2807294997447444,0.6389857605811768,0.4714740665345532,0.5968661301030153,0.8325180480333684,0.7043513823364829,0.5495432564019435,0.47468452994264937,0.7061907924910484,0.3389793979466308,0.26112333543669086,0.20336152402983684,0.705072521922971,-0.0750581115040881,-0.20534483883788424,0.048026990896510656,-0.4580860906029705,-0.6760435485524176,-0.36438985650479394,-0.582904647680681,-0.7854585454917746,-0.7744120820708045,-1.3316102310863427,-1.432388698590979,-1.1910463873428945,-1.0992223071227958,-1.0448857802377605,-0.6537125399303141,-0.5675809481172744,-0.6113432007599642,-0.564991139222855,-0.54558588643596,1
PAYX,-0.037842732631623,-0.230971531431388,-0.01862080902765196,-0.5043526411214801,-0.7946760849196715,-0.4255488719589301,-0.41900850632417674,-0.07741453084960755,0.10865214643389767,-0.2721862083700987,-0.2542279285690333,-0.26191548669130216,-0.3405557426329575,-0.3223414362470377,-0.056024548698242804,0.0263898085452972,-0.008815904082205823,0.010421447998135125,0.22522033556108795,-0.26233194238530066,-0.30924223251617355,0.08088056398434963,-0.05118373443290939,0.0681493927295162,0.3346786879511963,0.051988232909219105,-0.26204870421368187,-0.022232518015413774,-0.09311821533827568,0.055448656228885194,0.13966264321253438,-0.29945717068850974,1
WHR,-0.3321954892852496,0.2806184790599118,0.08296566924860037,-0.33575397143808194,0.8752648827246843,0.8068933117316667,0.7246377755388106,0.4080451292355494,0.12448831017348173,-0.2565420377809839,-0.5682116537197555,-0.3642833713409469,0.091309307326039,0.023872070194470314,-0.28986847286427975,-0.1867700590588831,-0.36800525310098825,-0.4914109704603529,-0.37517023927145027,-0.42179167539339735,-0.6249285488479437,-0.6985872424914379,-0.80342367987493,-0.4374677899420476,-0.09588799489694226,0.25725904117273385,0.7691689885108666,0.5813757996053612,0.514842267758978,0.6467959515302699,0.865920526060772,0.8754665450437775,1
WY,0.7808419200721822,1.0162657228833136,2.428465321749533,0.6143294269802347,0.599927063585486,0.46217770389983187,0.29361679375571825,0.008442444235112609,-0.14029585668980402,-0.0540250213730743,-0.01881012086007664,-0.019395723156163173,-0.31392704282161105,0.27905974698244984,-0.31705991931949895,-0.3697552599988316,-0.43630388107567086,-0.5888827469414669,-0.5534868312766494,-0.4787076716377062,-0.2946130766105274,-0.4201518427015683,-0.48215551496395387,-0.41148587690111593,-0.20624956025027405,-0.38798836996700137,-0.3267288469434201,-0.8174349558049564,-0.5419489215005664,-0.522405027777337,-0.37851442008259245,-0.36842032236681066,1
