,t+1
MCK,-0.08794379626144766
D,0.042505133470225775
KLAC,0.03908977345622744
GLW,-0.17982747179827474
MET,-0.16388083099412465
DHR,-0.08046608772122688
ETN,-0.17056074766355134
MSI,-0.006402655916528444
NI,-0.00046398743664788356
TROW,-0.10442363602474203
TPR,-0.07594936708860767
FITB,-0.048964218455743835
USB,0.020372778500216793
BEN,-0.20146963388212724
PAYX,-0.023333333333333317
WHR,-0.20386026479502317
WY,-0.13370473537604455
RTX,-0.053283783999580114
HUM,-0.06384348049942068
HBAN,-0.043824701195219085
TSN,-0.011389521640091105
TXN,0.01601219977125412
STT,-0.09203839638622258
K,-0.02008106116433317
LEG,-0.10654627539503381
L,-0.08111702127659581
MKC,-0.03228511530398337
NTRS,-0.09307752138968117
SPGI,-0.030044949136503463
GE,-0.066832504145937
MCO,-0.012965964343598091
OMC,-0.0899209486166006
ES,-0.035816618911174825
WAT,-0.05731768231768242
FCX,-0.35060808707506363
ROK,-0.12376779846659358
FE,0.014456742715156734
SRE,-0.02035381396233593
VLO,-0.22188095945414998
SBUX,-0.03990731204943365
VNO,-0.13433948840457688
VIAC,-0.1861022364217253
QCOM,-0.06336671802773497
ED,0.010276399716513174
WM,-0.006105006105005972
MS,-0.22799999999999998
MAR,-0.07125779042975311
PNW,-0.03440521700022492
PPL,-0.013824490054337057
DRI,-0.1115972268964125
ETR,0.013608562691131532
IP,-0.1417515061425153
COP,-0.07777474212327262
AEP,-0.015025906735751215
CVS,-0.0630404463040446
XEL,-0.0008093889113719444
SO,0.024419729206963225
PEP,-0.03852127990059018
CVX,-0.0648419351580648
PFE,-0.06504627434354027
KR,-0.0706728734659331
PPG,-0.07874837027379411
IBM,0.012506513809275699
PG,-0.0069160641307765
DTE,-0.03351735015772861
KMB,0.028386348079547208
CAT,-0.19026209014146278
HIG,-0.15718015665796337
CPB,0.016645728643216007
KO,-0.03609644742473961
CL,-0.014666666666666606
NSC,-0.09893679858239801
PEG,-0.02198124267291912
BMY,0.05478991596638649
DE,-0.20017341756472207
SEE,-0.08842794759825334
BA,-0.09632616487455192
HSY,0.007654362986902585
EXC,-0.01320055581287638
XOM,-0.020498988536749918
EIX,0.02988691437802915
F,-0.13195711575297087
GD,-0.11220349563046184
HAL,-0.3169203222918532
MO,-0.01650770359501108
UNP,-0.11223436056307412
MRK,-0.010590015128592922
HON,-0.08022522294563283
ABT,-0.02404674537332474
HWM,-0.24526489157287956
SHW,-0.016671077004498658
EMR,-0.11142181114218108
SLB,-0.23609157181225227
CMI,-0.12004310344827585
CSX,-0.14514652014652007
CLX,-0.04821351700387433
GIS,0.014496573537164048
NEM,0.008005829583165092
MCD,-0.02714079982275397
LLY,-0.015970188980569677
BAX,0.00214239007928807
BDX,-0.09715552271887695
JNJ,-0.030003045994517197
GPC,-0.07954339554267076
HPQ,-0.14313577133249267
WMB,-0.09784759795199538
JPM,-0.19936204146730452
IFF,-0.029518384256861707
NEE,-0.04944571529121933
TAP,-0.09648722627737238
BAC,-0.25183374083129584
DUK,0.05599577390385635
AXP,-0.09548751007252221
WFC,-0.07621600919188043
LNC,-0.24346563407550814
DIS,-0.11528307421531248
CI,-0.10384615384615381
INTC,0.052021696252465555
TGT,-0.060176312763510986
TXT,0.04132231404958664
VFC,0.03465231895909171
WBA,-0.06879954699886748
AIG,-0.12896825396825395
