,t+1
MCK,0.03921568627450989
D,0.06189555125725321
KLAC,-0.2209242435865122
GLW,-0.28354978354978355
MET,-0.009523887817891152
DHR,0.026563395496695286
ETN,0.016395575797007123
MSI,-0.27323423407269265
NI,0.02616597900454387
TROW,-0.10936956230758932
TPR,-0.07657784011220192
FITB,0.012275242047026236
USB,-0.02788039278511789
BEN,-0.08876903460303931
PAYX,-0.05806887238352476
WHR,-0.04183486238532108
WY,-0.06480559272550312
RTX,-0.029154774622510815
HUM,-0.06542056074766345
HBAN,-0.041986687147977486
TSN,-0.05156382079458999
TXN,-0.28353221957040575
STT,-0.14473684210526316
K,0.026970332634102645
LEG,-0.06422018348623848
L,0.09104294478527586
MKC,-0.033333333333333326
NTRS,-0.138820638820639
SPGI,0.0024879747885220294
GE,-0.11775126740920827
MCO,-0.07628635346756163
OMC,-0.06849315068493156
ES,0.046206896551724164
WAT,-0.20219780219780215
FCX,0.08257726803353749
ROK,-0.020803782505910084
FE,0.025505443234836722
SRE,-0.008385744234800985
VLO,0.15437568856620865
SBUX,-0.07363636363636372
VNO,-0.009322909646403033
VIAC,-0.14015741925477876
QCOM,-0.13357142857142856
ED,0.08405063291139236
WM,-0.0850299401197604
MS,0.04529981670594396
MAR,-0.08668881218848667
PNW,0.05378670788253492
PPL,0.03368017964475811
DRI,-0.059765947941646025
ETR,0.03378684807256249
IP,-0.11580275599941536
COP,-0.012448566005509587
AEP,-0.031537916371367825
CVS,-0.0819852941176471
XEL,0.04265402843601884
SO,0.07132075471698118
PEP,-0.006354436337961955
CVX,-0.010714285714285676
PFE,-0.044688538425022406
KR,-0.036783042394014975
PPG,-0.008305319359304009
IBM,-0.1252821670428893
PG,0.02762166686595724
DTE,0.04199416123961375
KMB,-0.06472852555241271
CAT,-0.099290780141844
HIG,-0.09140000000000004
CPB,-0.030165289256198324
KO,-0.05067128627111295
CL,0.020038910505836505
NSC,0.011639676113360142
PEG,0.0786290322580645
BMY,-0.13619402985074636
DE,-0.11143410852713176
SEE,-0.019710906701708275
BA,-0.04653179190751444
HSY,0.045581395348837095
EXC,0.03066406250000009
XOM,-0.00597439544807965
EIX,0.05803571428571441
F,-0.20171875000000006
GD,-0.026015462019879587
HAL,-0.10904761904761906
MO,0.0610426325907496
UNP,0.023418803418803424
MRK,-0.06352651002696552
HON,-0.10780711242663621
ABT,-0.09090632093724782
HWM,-0.13219080452149712
SHW,-0.025862068965517238
EMR,-0.043273753527751646
SLB,-0.05944134078212282
CMI,-0.12093750000000003
CSX,0.008190883190883236
CLX,-0.05929304446978334
GIS,0.04752342704149948
NEM,0.25670866980211193
MCD,-0.13687600644122389
LLY,-0.08170643528561106
BAX,-0.13580583583310613
BDX,0.023682454969980116
JNJ,-0.026992753623188426
GPC,-0.03659680950891453
HPQ,-0.1311321794730459
WMB,-0.03568929321203629
JPM,-0.07656791073489799
IFF,0.06202723146747369
NEE,0.02261904761904776
TAP,-0.058271832718327254
BAC,-0.024263674614305786
DUK,-0.00784361786874177
AXP,-0.10963818352023158
WFC,-0.00276595744680852
LNC,-0.1091678420310297
DIS,-0.180327868852459
CI,-0.06332574031890681
INTC,-0.2880658436213992
TGT,-0.17808219178082196
TXT,-0.0023207240659085526
VFC,-0.050566324931727635
WBA,-0.0034141345168998694
AIG,-0.1300737709331754
FDX,0.015355805243445708
PCAR,-0.06106222935731764
ADP,-0.09867095731946651
GWW,-0.045370370370370394
MAS,0.025827843946148343
ADM,-0.06976744186046513
WMT,-0.09739099356683345
SNA,-0.06143572621035054
SWK,-0.04738292011019285
BF.B,-0.01269045299299243
AAPL,-0.09876038515481023
OXY,0.019714373257804008
CAG,0.015841449792782347
LB,-0.22611317803739417
T,-0.05704347826086964
VZ,-0.07961519004047168
LOW,-0.11764705882352944
PHM,0.012050739957716772
HES,-0.016964316007707092
LMT,0.1031518624641834
HAS,-0.1283018867924528
BLL,0.022777222777222716
NUE,-0.18700787401574803
APD,-0.04682133899286134
PKI,-0.07094594594594605
NOC,-0.004105972107004141
CNP,0.11109618685172751
TJX,-0.03842364532019715
DOV,-0.07575743230448762
PH,-0.03271126022226878
ITW,-0.06000000000000005
GPS,-0.06618531889290025
MDT,-0.02771855010660973
SYY,-0.0020100502512563345
MMC,-0.029201680672268915
AVY,-0.05885978428351324
HD,-0.12590975254730719
PNC,-0.017584994138335253
C,-0.09514013885317563
NKE,-0.033260869565217455
ECL,-0.009009009009009028
NWL,-0.058074534161490776
GL,-0.016689098250336265
ORCL,-0.12621359223300965
ADSK,-0.08274534958306601
MRO,0.05920389447545049
AEE,0.016381418092909605
AMGN,-0.011654058474749429
IPG,-0.06631299734748008
COST,-0.15046836647798434
CSCO,-0.14657980456026054
EMN,-0.07844611528822043
KEY,-0.051320754716981165
UNM,0.023934617629889132
MSFT,-0.11849957374254039
UNH,0.020158827122785716
LUV,-0.1575757575757576
MU,-0.40969696969696967
BSX,-0.01116279069767434
AMAT,-0.2630090497737557
BK,-0.21954397394136804
ALL,-0.06354430379746834
CMA,-0.09728601252609592
AON,0.029427792915531326
AZO,-0.1451905626134301
ADBE,-0.1881833060556466
CAH,-0.05688336520076487
SCHW,-0.05405405405405417
EFX,-0.047736625514403275
APA,0.04377289377289384
PGR,-0.12990865911582028
YUM,-0.0012387380929167469
TFC,-0.03294233390810164
CINF,-0.03071871637031065
COF,-0.1467126040769452
RF,-0.0455669047448054
AES,0.4046511627906977
CCL,-0.11051693404634588
LUMN,-0.057729313662604254
CMS,-0.0512562814070352
AFL,-0.029326458266193955
NTAP,-0.30216329378925333
BBY,-0.18412275775036568
VMC,-0.009247027741083214
ADI,-0.25289514866979645
XLNX,-0.19183993723028625
CTXS,0.026665271309716854
A,-0.09081338873425904
RAD,0.02083333333333326
EOG,0.011657374556512945
GRA,-0.17647366767877704
CCK,-0.06908665105386402
INTU,-0.14144556267154618
RHI,-0.178061224489796
