,t+1
MCK,-0.03634411900015322
D,-0.09090909090909083
KLAC,-0.12794917859145571
GLW,0.005828476269775118
MET,-0.038693578734654066
DHR,-0.14135184029283876
ETN,-0.1459152016546018
MSI,-0.2817017188000427
NI,0.012288953535792846
TROW,-0.15401346505872116
TPR,0.047028086218158016
FITB,0.08617234468937895
USB,0.0679458949355145
BEN,-0.0873301036199704
PAYX,-0.0916157690172128
WHR,0.05075766908956525
WY,-0.07910242286999769
RTX,-0.04397235606171224
HUM,0.03934126258005488
HBAN,-0.09427609427609429
TSN,-0.0663164806303348
TXN,-0.06212121212121213
STT,0.016462433469488724
K,-0.08604206500956024
LEG,0.0945790080738178
L,-0.07736560206308274
MKC,-0.1096688741721854
NTRS,-0.04041857423152395
SPGI,-0.02530202872122178
GE,-0.046900937682264665
MCO,-0.036031042128602975
OMC,-0.046648455557890434
ES,-0.10614345448697338
WAT,-0.27108510367637706
FCX,-0.13825525248658066
ROK,-0.17595944967414912
FE,-0.012479201331114909
SRE,-0.09780503550677855
VLO,-0.15832973164425812
SBUX,-0.061072492552135094
VNO,0.03188113817141347
VIAC,-0.07284768211920534
QCOM,0.10959979074025639
ED,-0.1047873433326485
WM,-0.014893617021276673
MS,-0.06870517176292934
MAR,0.054542626495154956
PNW,-0.09220194358852807
PPL,-0.06345749319138905
DRI,0.012146120543463201
ETR,-0.09298230904670068
IP,-0.006786183593016637
COP,-0.09735145050173011
AEP,-0.07730511768516535
CVS,-0.020146058927222432
XEL,-0.07818747223456246
SO,-0.061548387096774126
PEP,-0.1094097631200105
CVX,-0.11398467432950188
PFE,0.026363480461453648
KR,-0.045028142589118136
PPG,-0.07929577464788728
IBM,-0.017249288925589412
PG,-0.11102051909226796
DTE,-0.030475324084603073
KMB,-0.049942227961666585
CAT,-0.021637265711135667
HIG,-0.07481898632341111
CPB,-0.11447811447811451
KO,-0.03986981285598057
CL,-0.019230769230769273
NSC,0.09856594627348025
PEG,-0.005902454178316141
BMY,-0.13132075471698113
DE,-0.06860972236996066
SEE,0.13695652173913042
BA,-0.05013132351261829
HSY,-0.08314321926489232
EXC,-0.06911314984709482
XOM,-0.08231545406266594
EIX,-0.02512185976752912
F,-0.0133736044117867
GD,-0.04754929577464784
HAL,-0.12825229960578177
MO,0.003839002374685041
UNP,-0.008109397360470672
MRK,-0.20722269991401543
HON,-0.039824610530198035
ABT,0.0005322653286832235
HWM,-0.09242871189773838
SHW,-0.008508421600972982
EMR,-0.10377691493116825
SLB,-0.24175382139983903
CMI,-0.2414496391590838
CSX,0.1003633060853768
CLX,-0.05295661571715293
GIS,-0.041153710868800486
NEM,0.09067212310786354
MCD,-0.09919300605245462
LLY,-0.03872053872053871
BAX,0.04594240588022114
BDX,0.017539729252501468
JNJ,-0.051382211538461564
GPC,-0.04789770264412663
HPQ,-0.1339154034784581
WMB,-0.1104618079099896
JPM,0.08840413318025253
IFF,-0.11354166666666676
NEE,-0.051863857374392364
TAP,-0.136644762272903
BAC,0.06308692511437508
DUK,-0.07352210630899148
AXP,-0.05682472643501635
WFC,0.11811023622047245
LNC,-0.06488352027610023
DIS,-0.07673267326732669
CI,-0.08568773234200744
INTC,-0.19710806697108063
TGT,0.10729270729270746
TXT,-0.19126549437878348
VFC,0.12813845564646797
WBA,-0.0776520136878126
AIG,-0.06178531193148362
FDX,0.05362989725640732
PCAR,-0.13383826382258013
ADP,-0.09482970613549746
GWW,-0.08936560743375022
MAS,0.06207049201062431
ADM,-0.05174644243208293
WMT,0.07023834634043458
SNA,0.021630615640598982
SWK,0.05809641532756493
BF.B,-0.15699630886204674
AAPL,-0.32072095219646923
OXY,-0.13121464115152126
CAG,-0.09519427513559753
LB,0.006330716637123368
T,-0.07275355336063594
VZ,-0.11548876451260648
LOW,0.16022827041264254
PHM,0.5571428571428574
HES,-0.09433396622364343
LMT,0.020327124893637194
HAS,0.017633228840125303
BLL,0.016866400355082023
NUE,-0.0246205733558178
APD,-0.0920408744414265
PKI,-0.037984496124030986
NOC,0.007874710210664215
CNP,-0.06491228070175448
TJX,0.10139372822299642
DOV,-0.12088316767150076
PH,-0.09997337593184241
ITW,-0.058450046685340706
GPS,-0.10080075365049457
MDT,-0.06999999999999995
SYY,-0.0708106376161487
MMC,0.039622641509434064
AVY,-0.027438451418906218
HD,0.1293770733505346
PNC,0.0013738360555639595
C,-0.05247225025227009
NKE,-0.04648631840796014
ECL,-0.056078431372548976
NWL,-0.07140100347356237
GL,0.010941626423033313
ORCL,-0.08869179600886923
ADSK,-0.1710314262691378
MRO,-0.22836125603551638
AEE,-0.1728600480680348
AMGN,-0.000214592274678016
IPG,0.09852216748768483
COST,-0.02427069884594968
CSCO,-0.09259259259259256
EMN,0.08507144030218416
KEY,0.11092222694432641
UNM,-0.04637436762225966
MSFT,-0.08913104219055601
UNH,-0.11103339744710605
LUV,-0.0377668308702791
MU,-0.03319502074688796
BSX,0.0429184549356223
AMAT,0.010716300056401673
BK,-0.047111839410077794
ALL,-0.05799043062200959
