,t+1
MCK,0.03069403714565011
D,-0.04255851796219812
KLAC,0.0065652598654855066
GLW,0.09412819363514124
MET,0.02998380906936804
DHR,0.03574740595982484
ETN,0.02914798206278002
MSI,0.06473521383075531
NI,0.02497990329585953
TROW,0.08160092673037944
TPR,0.12639161755075312
FITB,-0.03594936708860763
USB,0.03199751475613555
BEN,0.07305943692273109
PAYX,0.017393705135284376
WHR,0.03711467324290996
WY,-0.011406165885954223
RTX,0.005557304828262
HUM,0.07831620166421938
HBAN,-0.0016687526074259385
TSN,0.08027210884353742
TXN,0.024653312788905923
STT,0.008729388942773975
K,-0.019988125865822215
LEG,0.08495882097962726
L,-0.018897230132021825
MKC,0.04054794520547933
NTRS,0.04060552092609093
SPGI,0.025808732543751045
GE,0.03276762561024604
MCO,0.06308943089430885
OMC,0.0678836280661721
ES,0.019272886552781587
WAT,0.05180023228803732
FCX,-0.08707633004284365
ROK,0.026501766784452263
FE,-0.02682926829268295
SRE,0.006610576923076872
VLO,-0.10471367710997559
SBUX,0.07719076241695655
VNO,0.025400583267754184
VIAC,-0.02255378209576675
QCOM,-0.05165666579702577
ED,0.0013003901170351995
WM,0.06349666570020296
MS,0.3278091422327445
MAR,0.028478171253027762
PNW,-0.020439225918678083
PPL,-0.0634779407252869
DRI,0.1929776126894891
ETR,0.007469414037347022
IP,-0.011983828632118887
COP,-0.06984432806911467
AEP,-0.007639836289222379
CVS,-0.04914150384843108
XEL,-0.007211538461538547
SO,0.005544207761890796
PEP,-0.0069993913572732325
CVX,0.002163164400494466
PFE,0.02050980317725437
KR,-0.030988274706867602
PPG,0.05306122448979589
IBM,0.009983976334278388
PG,-0.00016131634134541883
DTE,-0.00812425328554367
KMB,0.03091438107055744
CAT,-0.013049347532623434
HIG,0.008720930232558155
CPB,-0.026666666666666616
KO,-0.0066696309470875015
CL,0.029509283819628696
NSC,0.029205607476635587
PEG,-0.12471677385393543
BMY,0.08868501529051986
DE,0.051108605787298034
SEE,0.04237288135593209
BA,0.05133333333333323
HSY,-0.013837638376383743
EXC,-0.009489528795811442
XOM,-0.011053795136330091
EIX,-0.04888076747373227
F,-0.0391904876291137
GD,0.06130608618391831
HAL,-0.1331505179768434
MO,-0.08896520876284686
UNP,0.0931677018633541
MRK,0.0340572556762091
HON,0.04925785797438875
ABT,-0.0049208762500266845
HWM,-0.02401793015719178
SHW,0.0749662748121025
EMR,0.01969844357976669
SLB,0.005348460291734192
CMI,0.03408499566348655
CSX,0.08528925619834693
CLX,0.05017502917152861
GIS,0.04331797235023038
NEM,-0.16176506053151984
MCD,0.07917241379310336
LLY,0.017857142857142794
BAX,0.017003244988387234
BDX,0.010293066476054324
JNJ,0.0010790812394017024
GPC,0.0365296803652968
HPQ,0.002461394027659214
WMB,-0.037109307460887364
JPM,0.024209378407851645
IFF,-0.00578325370882582
NEE,0.007838745800671898
TAP,-0.017118402282453427
BAC,0.03357129075824816
DUK,0.0017120887482728886
AXP,0.0669710806697108
WFC,0.037270642201834736
LNC,0.0168714168714168
DIS,0.03656869446343114
CI,0.019456634054894062
INTC,0.03392812264388034
TGT,0.12870275791624097
TXT,0.03795966785290639
VFC,0.04214159308153009
WBA,-0.10504032258064522
AIG,0.031284833172326776
FDX,0.07179487179487176
PCAR,0.031102994546712948
ADP,-0.0016447613457248877
