,t+1
D,-0.0505050505050505
KLAC,0.0
GLW,-0.08183151959422286
DHR,0.0768856052610214
ETN,0.024096385542168752
MSI,-0.11494471532342543
NI,0.0
USB,0.0
WHR,-0.06014814814814806
WY,-0.05691043688688824
RTX,-0.04300210249773628
HUM,-0.03119636826662253
HBAN,-0.1359608843265313
TXN,0.04542532509275854
K,-0.037474332648870345
LEG,-0.1105844991156133
L,-0.021926831439337935
MKC,0.006606110652353392
NTRS,-0.02638326049529871
SPGI,-0.03720923309910118
GE,-0.03976196445484437
OMC,0.05970149253731338
ES,0.028169014084507005
ROK,0.1293793748762888
VNO,-0.02018859350147706
ED,-0.007694186614557785
PNW,0.026490066225165476
PPL,-0.05517167560624625
ETR,-0.07339449541284404
IP,-0.0428129016888924
COP,-0.04139757569735969
AEP,-0.044117647058823484
CVS,-0.05619999999999992
XEL,-0.08958490566037736
SO,-0.040000000000000036
PEP,-0.04579792256846105
CVX,-0.0365168539325843
PFE,0.03401926283403722
KR,0.024590163934426146
PPG,-0.05031193399074263
IBM,0.050808314087759765
PG,0.006258752286633529
DTE,-0.08999999999999997
KMB,-0.027796999524556054
CAT,-0.0326797385620915
CPB,-0.008587257617728494
KO,-0.028019399336573825
CL,0.08065161290322576
PEG,-0.05882352941176472
BMY,-0.07203241808146443
DE,-0.05333333333333312
BA,-0.010988527976792284
HSY,0.00351229302558953
EXC,-0.0267857142857143
XOM,-0.04945857160238465
EIX,-0.025423728813559365
F,-0.08837188827504261
GD,0.0710382513661203
HAL,-0.10897435897435892
MO,-0.06475187053357612
UNP,-0.06726457399103136
MRK,-0.001484944280417011
HON,-0.06399804592961755
ABT,-0.08088598833185001
HWM,-0.05530497937291079
SHW,-0.005784526391901745
EMR,0.0431034482758621
SLB,-0.008869179600886956
CMI,0.05970149253731338
CLX,0.0
GIS,-0.010371841553569627
NEM,-0.11310860002234246
MCD,-0.020627977349672033
LLY,0.04672897196261672
BAX,0.015155487379723942
BDX,-0.005206249999999968
JNJ,-0.006686108732876672
GPC,-0.0671641791044778
HPQ,-0.05373448348411525
WMB,0.013892731602222597
JPM,-0.015801354401805856
IFF,-0.042944785276073816
NEE,0.0
TAP,-0.09782608695652173
BAC,-0.04025806451612912
DUK,-0.04624009750152336
AXP,-0.05862084863014205
WFC,-0.07769881950916424
LNC,-0.07668181818181818
DIS,-0.04342779730521351
INTC,-0.09996401007717826
TGT,0.11111111111111116
TXT,-0.02289908256880735
VFC,-0.03266579409932657
WBA,0.029113067027758843
AIG,-0.015209387775849459
FDX,0.0351795415396845
PCAR,0.05195032173545644
ADP,-0.09048316789843336
GWW,-0.060050632911392454
MAS,-0.03272822456148716
ADM,0.08427308060609473
WMT,-0.02565982404692091
SNA,0.08338461538461583
SWK,0.0072517985611511016
BF.B,0.09470187020060594
OXY,-0.03999916598903275
CAG,-0.014123737649932355
LOW,0.05154596663120303
PHM,0.05186135363650157
HES,-0.11872146118721472
BLL,-0.018217807907229377
NUE,-0.047808079246672186
APD,0.0169733326317143
PKI,-0.0678686048706818
NOC,0.06888065006704047
CNP,-0.05228303890336905
TJX,-0.06141104034108891
DOV,0.11388499581564648
PH,0.016666666666666385
MDT,-0.031591139642981436
SYY,-0.01555023923444987
MMC,-0.07042253521126751
AVY,0.06738461538461538
PNC,-0.04635051546391744
ECL,-0.02228016117563414
GL,-0.027703703703704008
MRO,-0.0041676046980271275
KEY,0.02857142857142847
LUV,-0.08333280423616385
AMAT,-0.06664533375999138
BK,-0.033804308635298264
CMA,-0.08421052631578929
AON,0.04913446406714472
APA,-0.06586826347305386
PGR,-0.05796239134505643
CINF,-0.07138164885909182
RF,0.008626144763467902
LUMN,-0.09987998399786635
CMS,-0.021428571428571463
AFL,-0.03226707286113195
ADI,-0.06666666666666687
RAD,-0.11925419974155449
CCK,0.09086942293007505
RHI,0.011075949367088667
SYK,0.26019427562204567
TRV,-0.06234892376165446
CMCSA,-0.09986666666666688
MTB,0.10000000000000009
VTRS,0.2729124236252547
TMO,-0.100440211640212
LEN,-0.0642943593205827
VAR,0.012518662710487183
HST,0.028672908704389766
J,-0.11722197705207427
RRC,0.15384615384615374
LHX,-0.009036144578313254
WEC,0.004644990046450026
HRL,0.09762329924303903
WDC,-0.08620689655172409
FMC,-0.07657633306858391
CBE,-0.07416063223143465
CLF,-0.03906412086081279
HP,-0.054663565586441476
OKE,-0.055519758192063784
TT,-0.04841995881583294
NYT,0.040538349278417485
TLAB,0.07679324894514772
PNR,-0.08921851289833105
RRD,-0.07078861868662012
PVH,-0.045454545454545414
KSU,-0.04863782051282051
HNZ,-0.013145057766367207
AMD,0.04444444444444451
MOLX,-0.03613471828769288
TER,0.03317983232967303
NBR,-0.13658536585365855
FL,-0.007060900264783787
THC,-0.091503267973856
ALK,-0.125
LNT,-0.06097162397498501
PBI,0.030842817087250562
DXC,0.1170068662711945
SWN,0.16949945423358792
TGNA,-0.05248255275136593
R,-0.08194262141383835
MUR,-0.10545477836697137
EVRG,-0.038961038961038974
ROL,-0.047616664998832325
EQT,0.08330086061969055
PCG,-0.03448275862068961
GT,0.0066225165562914245
FLR,-0.016393442622950838
MAT,0.03529411764705892
JEF,0.16698064402776014
WST,0.0
JWN,0.05888196611560437
TYL,0.0993637724550902
HRB,0.013225255972696415
XRX,0.003094811020986743
