,t+1
MCK,0.17937219730941711
D,0.004184100418409997
KLAC,-0.11290458479278764
GLW,-0.20945945945945943
DHR,0.0347213641418509
ETN,0.04275092936802971
MSI,-0.17267909313551777
NI,0.007344942867122395
TROW,-0.21977393579145488
FITB,0.04252733900364514
USB,0.019735718555204507
BEN,-0.14999948531606744
PAYX,0.046119235095613
WHR,-0.0966810966810967
WY,-0.06040421267884866
RTX,0.023488156675929517
HUM,-0.020408163265306145
HBAN,0.06783743662997499
TSN,0.2655367231638419
TXN,-0.21858638743455494
STT,0.03506378881489214
K,-0.01990049751243783
LEG,-0.003816793893129722
L,0.03632629069367033
MKC,0.18019801980198014
NTRS,0.00952380952380949
SPGI,-0.169921875
GE,-0.09474904281900487
OMC,-0.14305177111716616
ES,0.06481481481481488
WAT,-0.11063094209161628
FCX,0.048776974649067606
ROK,0.0062489807899284155
FE,0.13734939759036147
SRE,0.17417417417417425
VLO,-0.04372456421972515
SBUX,0.028208744710860323
VNO,0.06294908726048698
VIAC,-0.0971321874850386
QCOM,0.26596056828614967
ED,0.05861456483126104
WM,0.17125382262996935
MS,-0.18357487922705318
MAR,0.027906499411871843
PNW,0.06733524355300857
PPL,0.0
DRI,0.16574356544145963
ETR,0.0734094616639478
IP,-0.07508391585151031
COP,-0.08870848302506362
AEP,0.1117824773413898
CVS,0.08076009501187653
XEL,0.06082725060827254
SO,0.06540084388185652
PEP,-0.060802069857697316
CVX,-0.010574018126888185
PFE,0.012856619278177606
KR,0.18435754189944142
PPG,-0.06582633053221287
IBM,-0.05015873015873018
PG,0.056437394785932016
DTE,0.04475043029259895
KMB,0.059658702632649385
CAT,0.11921708185053381
HIG,-0.0495382031905961
CPB,0.15086206896551735
KO,0.029804727646454365
CL,-0.002546689303904892
NSC,0.017699115044247815
PEG,0.0239520958083832
BMY,0.1202020202020202
DE,0.10338983050847461
SEE,-0.3389610389610389
BA,0.022201665124884418
HSY,0.15922107674685004
EXC,0.10416666666666674
XOM,-0.021542738012508722
EIX,-0.054123711340206215
F,-0.11435466599477184
GD,0.06923751095530228
HAL,-0.10999999999999999
MO,0.05344781325462855
UNP,-0.008000000000000007
MRK,0.0298607684978911
HON,-0.07801449436595098
ABT,0.06401094986636502
HWM,-0.021690152755211134
SHW,0.01159420289855051
EMR,-0.006814310051107331
SLB,-0.19415109666937447
CMI,0.031021897810219023
CSX,0.024691358024691468
CLX,0.0
GIS,-0.01644245142002987
NEM,0.14678602324444268
MCD,0.03658536585365857
LLY,0.0475192173305381
BAX,0.05163372237342023
BDX,0.022556390977443552
JNJ,0.08695652173913038
GPC,-0.10495626822157433
HPQ,-0.3125026934108397
WMB,-0.15396082956732104
JPM,-0.18956043956043955
IFF,0.11152416356877315
NEE,0.0037878787878788955
TAP,0.17762512266928354
BAC,-0.16031537450722733
DUK,0.040492356480728686
AXP,-0.08246455221045279
WFC,0.03547066848567537
LNC,-0.06589147286821706
DIS,-0.18771929824561406
CI,0.09791674826395691
INTC,-0.14104372355430184
TGT,0.10829493087557607
TXT,-0.012195121951219523
VFC,-0.0046167435469623985
WBA,0.01134751773049647
AIG,-0.015862379017550277
FDX,0.03498920086393098
PCAR,0.12425978141047289
ADP,0.010525293151856019
GWW,0.15612648221343872
MAS,0.051022935552583526
ADM,0.16571428571428548
WMT,0.12231182795698925
SNA,0.014669926650366705
SWK,0.00936768149882905
BF.B,0.062563016990133
AAPL,-0.15114005844342926
OXY,0.07788280166075157
CAG,0.1970585745213531
LB,-0.20663329706202405
T,-0.042483660130718914
VZ,-0.005531809881052285
LOW,-0.13844086021505375
PHM,0.16165413533834583
HES,-0.02777782186955846
LMT,-0.042134831460674205
HAS,0.08187134502923987
BLL,0.10853807829181483
NUE,0.00907441016333932
APD,-0.08925618889060527
PKI,-0.25548589341692785
NOC,0.005214904533602516
CNP,-0.054217975182100586
TJX,-0.0639269406392694
DOV,-0.061601720041357666
PH,-0.05351681957186527
ITW,0.014639639639639546
GPS,-0.014814814814814836
MDT,-0.01388888888888884
SYY,0.061224489795918435
MMC,-0.11781609195402298
AVY,0.0945273631840795
HD,-0.08866279069767447
PNC,0.0
C,-0.04206730769230771
NKE,0.07401574803149602
ECL,0.12096774193548376
NWL,0.05067567567567566
GL,0.1343283582089554
ORCL,-0.19238095238095243
ADSK,0.1749617639561558
MRO,-0.029882759247478075
AEE,0.11285266457680243
AMGN,0.0911039657020365
IPG,-0.09156976744186052
COST,-0.11073261515981514
CSCO,-0.09456264775413714
EMN,0.0043604651162789665
KEY,0.012690355329949332
UNM,-0.027027027027026973
MSFT,-0.1624087591240876
UNH,0.07195888063963451
LUV,0.10745614035087736
MU,-0.07011070110701112
BSX,-0.1889763779527559
AMAT,-0.15562761794590174
BK,-0.031798245614035214
ALL,-0.037735849056603765
CMA,-0.03139534883720929
AON,-0.25263157894736843
AZO,-0.023640661938534313
ADBE,-0.15780730897009965
CAH,0.05335968379446632
SCHW,-0.2032374100719424
EFX,-0.0344868693591891
APA,-0.09913793103448232
PGR,-0.02028827374003006
YUM,0.21008984751166326
TFC,0.0470570134950985
CINF,0.0008552182194803137
COF,-0.1105577689243028
RF,0.034668224916933665
AES,-0.10173160173160178
CCL,-0.08101265822784809
LUMN,-0.07401315789473684
CMS,0.02771362586605086
AFL,-0.019163763066202044
NTAP,-0.575268817204301
BBY,-0.487562849475761
VMC,0.019316493313521477
ADI,-0.21230158730158732
XLNX,-0.43130532925234155
CTXS,0.08857096929754049
RAD,-0.04761904761904767
EOG,-0.011644832605531286
GRA,-0.4126953990253781
CCK,-0.5547945205479452
INTU,-0.25230769230769234
RHI,-0.012396694214875992
OI,-0.5053763440860215
SYK,0.12830687830687837
CTAS,0.1073359939805425
FISV,0.06555435624191897
ABC,0.15036372302166923
NVDA,-0.3319587900940517
EQR,0.08510526723218725
SPG,0.048569051823528664
EA,-0.2790404040404041
EBAY,-0.32885013988678924
GS,-0.15116279069767447
ANTM,-0.0665584415584416
TRV,-0.02195121951219514
CMCSA,-0.07264296754250366
DGX,0.17824377457404972
NLOK,-0.06341065066252005
PLD,0.013297872340425565
BIIB,-0.11178459124723272
MTB,0.08650793650793642
VTRS,-0.14508928571428537
GILD,-0.0419129411764706
TMO,0.0
LH,0.05036968576709788
NOV,0.08050914397911657
DHI,-0.006689034799034488
STZ,0.0
PSA,-0.02228412256267409
LEN,-0.011693819281155537
AMZN,-0.31064572425828973
EL,-0.07228915662650603
VRSN,-0.3266990291262136
BXP,0.0478379603757868
KIM,0.028037383177569986
JNPR,-0.33885941644562334
CTSH,-0.08075068143248632
AVB,0.01904761904761898
RL,0.06687898089171984
VAR,0.201530253621101
CHRW,0.027210884353741527
HST,0.11765042324410913
MCHP,-0.22446982163711648
MXIM,-0.21235521235521237
SLR,-0.2857142857142857
EXPD,0.0060606060606061
J,0.04682779456193353
AMT,-0.25960061443932414
RRC,-0.04347826086956519
TRB,0.0
PEAK,-0.048036777798244
COG,0.009518681809870033
DVA,-0.05056179775280911
IVZ,-0.322529224229543
FAST,0.07759541648303214
LHX,-0.021868787276341894
PXD,0.11004784688995217
APH,-0.17408123791102514
WEC,0.12913907284768222
PBCT,0.006250000000000311
XRAY,0.05272482378028043
RSG,0.10426540284360208
FLIR,-0.3882893617021277
IRM,-0.022099869766986857
WELL,-0.039145907473309594
JNY,0.17540453074433682
VTR,-0.10001145081873353
HRL,0.098901098901099
ORLY,-0.03971119133574008
PWR,-0.0513307984790875
WDC,-0.4408602150537635
FMC,-0.10543749534239666
CBE,-0.00916030534351131
KBH,0.052410901467505155
CVG,-0.03443328550932567
CIEN,-0.25505824647455544
CLF,-0.036469926375266026
ROST,0.16865052218725762
ROP,-0.11785714285714288
BRK.B,0.04771084337349385
HP,-0.05917493868719481
OKE,0.029968290573652245
CERN,-0.20729788731709053
KMX,0.10344827586206895
CB,-0.021671826625387025
JCI,-0.07456108208837997
TT,0.08053557414224466
