,t+1
MCK,-0.014261852756006665
D,-0.028967566229264663
KLAC,0.012586998371094227
GLW,0.044401544401544424
MET,0.026421136909527743
DHR,0.0071707317073170795
ETN,0.08825410360264341
MSI,0.10024884464983996
NI,-0.090311986863711
TROW,0.006288853549226481
TPR,0.10089686098654704
FITB,0.03403403403403393
USB,-0.010600706713780883
BEN,0.00047505938242276
PAYX,0.06400445248365094
WHR,0.0849816849816849
WY,0.10580080262677849
RTX,0.08021958562068354
HUM,0.05045163575639511
HBAN,0.004268943436499528
TSN,-0.0015898251192368873
TXN,0.10924697619976587
STT,0.06374004061865324
K,0.027681159420289703
LEG,0.02244389027431426
L,0.05532666274278997
MKC,0.05370739434820382
NTRS,0.04238798370672092
SPGI,0.038723211248441025
GE,0.032573289902280145
MCO,0.03400596595894023
OMC,0.004643387815750355
ES,-0.044375069684468804
WAT,0.009711457652441746
WRK,0.12208657047724736
FCX,0.18707224334600747
ROK,0.051544040505405286
FE,-0.01072664359861586
SRE,-0.003626107977437454
VLO,-0.04780010863661044
SBUX,0.10447175732217562
VNO,0.04247890602269422
VIAC,0.06827771384733405
QCOM,0.10893854748603338
ED,-0.06806009144350089
WM,0.03674063295743912
MS,0.06176351076798059
MAR,0.23600768676435258
PNW,-0.11615857332208701
PPL,0.035995500562429505
DRI,0.1371031225400159
ETR,-0.056977076001141436
IP,0.029812606473594627
COP,0.01663536356318751
AEP,-0.0899330408681599
CVS,-0.020961386918833758
XEL,0.010545454545454414
SO,-0.043796958035550726
PEP,0.02151557143899052
CVX,-0.000595379852345812
PFE,-0.02123753083991109
KR,0.022349570200573154
PPG,0.11646884272997027
IBM,-0.0015384615384614886
PG,0.06024373419176832
DTE,0.029138843118549973
KMB,0.040701893264727174
CAT,0.07566137566137554
HIG,-0.04373522458628831
CPB,0.05897745571658608
KO,0.05070004242681381
CL,0.03337679269882665
NSC,0.10474061752780961
PEG,-0.058738738738738694
BMY,0.05227541871087804
DE,0.18423723080392373
SEE,0.10114878117119641
BA,0.09782122548079997
HSY,0.022775751737424965
EXC,-0.038301198540906856
XOM,-0.05017835909631385
EIX,-0.05150912705584676
F,0.02556390977443601
GD,0.025332967183852695
HAL,0.12909979064898813
MO,0.0639747020189736
UNP,0.10686759461635797
MRK,0.0379793061472915
HON,0.10271098381402788
ABT,0.08300356153541744
HWM,0.18378378378378368
SHW,0.03446946923800276
EMR,0.11383678050344725
SLB,0.05027624309392276
CMI,0.06851928232625282
CSX,0.07399104398784129
CLX,-0.029189470940839235
GIS,0.002036979003447126
NEM,-0.02774566473988438
MCD,0.09874954973498684
LLY,-0.028861256544502778
BAX,0.0012649494020238183
BDX,-0.14206452980881368
JNJ,0.04795409522508365
GPC,0.0408905543921525
HPQ,0.11142694712905055
WMB,0.08125000000000004
JPM,0.03267367553081835
IFF,-0.01925209950879414
NEE,-0.0070071850323680795
TAP,0.018924033522573547
BAC,0.028365960846983507
DUK,-0.05113971890870439
AXP,0.08873646983174366
WFC,-0.004123711340206282
LNC,-0.035580524344569375
DIS,0.13514676766807265
CI,0.02001265167634725
INTC,0.05552102755334576
TGT,0.19533596837944667
TXT,0.12753788961967394
VFC,0.08983921763633362
WBA,-0.06308526367668787
AIG,-0.09531201490220431
FDX,0.29660867000884683
PCAR,0.010239009082226413
ADP,0.04296640671865615
GWW,0.06564213227574944
MAS,0.014442317730990029
ADM,0.041656969979055214
WMT,0.06881687321992147
SNA,0.012358323091629098
SWK,0.045569456148311316
BF.B,0.05569181936228529
AAPL,0.19260628465804053
OXY,-0.19111111111111112
CAG,0.0314600699112666
LB,0.20640131308986454
T,-0.004508265152780133
VZ,0.02419215482979098
LOW,0.09866577718478986
PHM,0.016412126738089894
HES,-0.06650446066504467
LMT,0.035611930792909474
HAS,0.08196271929824572
BLL,0.08608108108108103
NUE,0.07445048451902614
APD,0.014509858372674378
PKI,-0.016212602373391283
NOC,0.05554870910099208
CNP,0.059662090813093815
TJX,0.053248750480584306
DOV,0.0628991677956261
PH,0.14672975229613128
ITW,0.06301119242359032
GPS,0.3154311649016641
MDT,0.10862389106663928
SYY,0.140527214109615
MMC,-0.013901999485111172
AVY,0.011837951595931262
HD,0.06864619652832449
PNC,0.043739440585695455
C,0.011075949367088445
NKE,0.14138529021728052
ECL,0.04824211478112872
NWL,-0.026203534430225495
GL,0.03306613226452915
ORCL,0.02581570455360338
ADSK,0.02623005596859085
MRO,-0.03825136612021862
AEE,-0.01063031515757873
AMGN,0.034592607719011736
LIN,0.008642972536349047
IPG,-0.019326339039204776
COST,0.06791602454038781
CSCO,-0.10436996181586766
EMN,-0.025070009334577925
KEY,0.026666666666666616
UNM,0.07254788160185721
MSFT,0.06623487140695916
UNH,0.02951348858658065
LUV,0.22211382113821143
MU,-0.09684461202619576
BSX,0.06022227965882676
AMAT,-0.04923599320882854
BK,0.029223490119677065
ALL,-0.016185337987940307
CMA,0.02542153047989637
AON,-0.02629144554262608
AZO,-0.01350716176434219
ADBE,0.14127245242752973
CAH,-0.08622862286228616
SCHW,0.06760817307692313
EFX,0.030687247335538625
APA,-0.03394255874673624
PGR,0.047850055126791746
YUM,0.050410958904109515
TFC,0.03770053475935842
CINF,0.01625287944714615
COF,0.07977475363679032
RF,0.06347746090156403
AES,0.16622864651773983
CCL,0.2225519287833828
LUMN,0.10824742268041243
CMS,-0.06622414325409076
AFL,0.020798201236649883
NTAP,0.07290015847860531
BBY,0.1083241730788449
VMC,0.016949152542372836
ADI,0.00871666522827308
XLNX,-0.030979626011721995
CTXS,0.01602407109369519
A,0.03589849391376121
RAD,-0.1354581673306774
EOG,-0.032437046521553436
GRA,-0.11576889661164202
CCK,0.06736111111111098
INTU,0.11473663826491087
RHI,0.04272834182673457
OI,0.033238366571699984
SYK,0.026735751295336785
CTAS,0.10446771841442382
FISV,-0.009351372861122087
ZBH,0.039704797047970475
ABC,-0.03749628013093942
NVDA,0.24616818075937563
EQR,0.07278601292284304
SPG,0.10847900669825172
EA,-0.014694454256446554
UPS,0.1404474803094724
EBAY,-0.016340456096247014
PFG,-0.015201122544434065
GS,0.032142677212957826
PRU,0.06406029203956654
ANTM,0.022890778286461577
TRV,0.014690451206715638
CMCSA,0.04966034200046865
DGX,-0.12910044625381667
NLOK,0.09701492537313428
PLD,-0.03431930223739099
BIIB,0.04710593374590455
MTB,-0.025205324270744844
VTRS,0.013613861386138515
GILD,-0.04266762280387226
TMO,0.0256545128511656
LH,-0.08668087096606558
NOV,0.04257167680278018
DHI,0.0700149925037481
STZ,0.03524130190796848
PSA,0.06819553409776713
AMP,0.015412511332729029
LEN,0.02690090584682947
AMZN,0.08503353235801803
EL,0.11327575818437441
VRSN,0.014978972735434581
BXP,-0.012953073514373359
GOOG,0.09924393262659414
KIM,0.07920792079207928
JNPR,-0.013806706114398493
CME,0.058947621652778004
WU,-0.030016447368421018
CBRE,0.07817514901421374
FIS,0.025353452963567058
CTSH,0.00014958863126413036
AVB,0.04461040248496473
RL,-0.03464235624123424
VAR,-0.0061233833123498504
CHRW,0.0494288459485428
HST,0.05248359887535159
AIZ,0.12722551928783377
DFS,0.06800804828973828
AKAM,0.03172352680549406
MCHP,0.07013949858550372
ICE,0.0938014827018121
MXIM,-0.0013132934481249192
TDC,0.15402843601895744
EXPE,0.2102342786683109
EXPD,0.047895672791938404
J,0.05332555425904317
AMT,-0.038030888030888055
GME,0.6575682382133994
RRC,0.11676646706586835
PEAK,0.023324694557571135
PM,0.04259767411472626
ISRG,0.06575282537367855
COG,0.0021130480718436484
MA,0.15173633440514478
DVA,-0.00992810681273526
IVZ,0.020000000000000018
CF,0.03818008272351259
CRM,0.37841253791708773
FAST,0.031455642861399236
LHX,0.06317647058823539
PXD,0.061593462717058234
APH,0.03624009060022648
NDAQ,0.019569174757281482
WEC,-0.01020515518148346
SJM,0.09533357637623041
PBCT,-0.025782688766114115
WYNN,0.2185605796697554
XRAY,0.0035786177588905677
RSG,0.06062685884237018
WB,0.07030129124820639
FLIR,-0.11595591758505042
IRM,0.07272727272727275
WELL,0.09084012895884719
VTR,0.09542796384901653
HRL,-0.0011755485893417683
ORLY,-0.029148683305185497
PWR,0.27202779846115654
WDC,-0.10961761297798367
FMC,-0.0012150668286755595
KBH,0.05022026431718074
CIEN,-0.05383333333333329
V,0.10526590198123054
CLF,0.2533333333333334
SAIC,0.03883495145631066
ROST,0.02107623318385654
ROP,-0.01691443825654726
NRG,0.020765351527736398
BRK.B,0.10523114355231145
HP,-0.06043329532497144
DISCA,0.041784702549575226
OKE,-0.008300252616384007
CERN,0.05980066445182719
KMX,0.09829498767460976
QEP,-0.07801418439716301
STR,0.10023130300693905
CB,-0.020299396504428247
SII,0.10085337470907674
JCI,0.05572835666148257
IR,0.10113065326633164
TT,0.05998746530575705
ODP,0.05600722673893399
FFIV,-0.02195121951219514
NYT,-0.06576110392410528
KG,0.0
NFLX,0.07884121745507877
COV,0.0
EW,0.09238992109951649
BLK,0.025614913264865757
CMG,0.13613346281909
ANR,0.0
MPC,-0.07656249999999998
ACN,0.0663555555555555
MOS,0.361463778939507
TEL,0.08041606084330599
XYL,0.09311520109066129
ITT,0.07772820864790675
GAS,0.13476263399693722
DLTR,0.02403999574513338
BWA,0.10119370591427024
PRGO,-0.019129782445611476
TRIP,0.14896755162241893
WPX,-0.07023411371237476
CPWR,0.0
CCI,-0.016151389139998806
FOSL,0.9208955223880595
PSX,-0.04632197031479368
KMI,-0.015669515669515577
MMI,0.025072674418604723
ALXN,0.11249634752118443
LRCX,-0.11675420168067241
MNST,0.0657008514423687
STX,0.05658300308234265
LYB,0.03854084060269636
PNR,0.04539138490041683
ADT,-0.2332613390928726
MDLZ,0.05071942446043165
SUN,0.05739338381825432
DG,0.05862611431567921
GRMN,0.04529862792574657
RRD,0.1578947368421053
APTV,0.10057507987220449
ABBV,0.006093077003886949
PVH,0.14098629015756092
BIG,0.18616352201257858
REGN,-0.023486232751559588
MAC,0.050331125827814516
KSU,0.026908106278558108
GM,0.1823623304070232
FHN,0.026881720430107503
ZTS,0.051974505552270234
FOXA,0.08110205665502512
NLSN,0.05452035886818485
NWSA,0.18309859154929575
BMC,0.0
DAL,0.24144869215291753
AMD,0.16152960736667077
VRTX,0.01794310722100656
AME,0.07321752104870516
RIG,-0.3990147783251231
DELL,0.10298781505591714
ALLE,0.032660807031562156
ANF,0.35098650051921076
ADS,0.012342908438061073
FB,0.16049871363546409
TER,-0.050190029063268415
MHK,0.1539807524059491
TSCO,0.03533913043478276
LIFE,-0.048101265822784955
ESS,-0.015863636363636413
GOOGL,0.09291079812206582
SLM,0.1251840942562592
UAA,-0.07627118644067787
NAVI,0.10181818181818181
AVGO,0.09166666666666656
LSI,0.07658531604207086
XEC,0.1320293398533008
AMG,-0.007087069713624494
ENDP,-0.13505747126436785
SWKS,-0.014156401007282438
HSIC,-0.03696187853312072
HBI,0.07449051300070275
EQIX,0.016919035846724384
NBR,-0.07646107646107647
SLG,0.010590620498319492
AAL,0.17886178861788626
O,0.042696251470835334
QRVO,-0.005813052239962757
TEG,-0.08846153846153848
JBHT,0.08007992622194893
ATI,-0.0523321956769055
KHC,0.016412273526289045
AAP,0.031476837798601
PYPL,0.029709962168978477
SIG,0.6050185873605949
ATVI,-0.010543774434308761
PLL,-0.08459214501510581
UAL,0.149058410469199
FOX,0.07460378817162727
NWS,0.17826426896012526
VRSK,-0.011543553084458646
HPE,-0.020263424518743633
SYF,0.11255605381165901
GNW,0.46601941747572817
ILMN,-0.07261351540798044
CSC,0.0
CHD,0.006723395314633951
WLTW,-0.024676125848241748
EXR,0.03890405616224646
CFG,0.04314516129032264
FRT,0.049258474576271194
CXO,-0.00877192982456143
AWK,-0.0385034013605442
CNX,0.12180143295803503
UDR,-0.025748670584942457
CNC,-0.06595582635186603
POM,0.11403508771929816
HOLX,-0.15410764872521243
FL,0.03303814713896447
UA,-0.0762004175365345
ULTA,0.20213316765040923
THC,0.06219374293252922
GPN,-0.026887052341597717
AYI,0.09883370199075014
ALK,0.1425638017013786
DLR,-0.026274632467938597
