,t+1
MCK,0.009895547003848204
D,-0.0027932960893852776
KLAC,-0.04916481795641392
GLW,0.040344891184064924
DHR,0.008543461590509338
ETN,-0.028503562945368155
MSI,0.10514605612574468
NI,-0.006846545353134004
TROW,0.07692762558787702
FITB,-0.023437500000000333
USB,-0.006532101141526914
BEN,-0.03619205600244435
PAYX,-0.014089505825089832
WHR,0.06276150627615062
WY,-0.005102894770145139
RTX,0.01741333819192792
HUM,-0.016103225806451626
HBAN,0.006952107702494326
TSN,0.11054831966554124
TXN,0.05618277153558071
STT,0.010714285714285676
K,-0.05058365758754868
LEG,-0.008403361344537785
L,-0.038416799456856277
MKC,0.04938271604938271
NTRS,0.032651641806640264
SPGI,-0.05986696230598665
GE,0.0
OMC,-0.005376344086021501
ES,-0.029069767441860517
ROK,-0.028085276044842566
ED,-0.032110091743119296
PNW,0.043010752688172005
PPL,-0.006004645249494511
ETR,-0.05142857142857138
IP,0.015075274429529273
COP,-0.004878548209578004
AEP,-0.012145748987854255
CVS,0.025495750708215192
XEL,-0.01683501683501687
SO,-0.03686635944700456
PEP,0.01298701298701288
CVX,0.007504690431519689
PFE,-0.14492786859180173
KR,0.02970297029702973
PPG,0.019108280254777066
IBM,0.06265984654731449
PG,-0.011606003998091419
DTE,0.00995024875621886
KMB,-0.04371131358291702
CAT,0.0923423423423424
CPB,0.008000000000000007
KO,0.025453053886467014
CL,0.03181999999999996
NSC,0.03793103448275814
PEG,0.018433179723502224
BMY,-0.025761124121779888
DE,0.06603773584905714
SEE,0.02400000000000002
BA,0.04285721282810262
HSY,-0.09375
EXC,-0.07471264367816088
XOM,0.0
EIX,0.016666666666666607
F,0.07602398665830878
GD,-0.07165109034267914
HAL,0.06547619047619047
MO,-0.026320728960480433
UNP,0.028750879852726063
MRK,-0.050345632751834235
HON,0.02930411950663192
ABT,-0.013444482640082578
HWM,0.04684318873948712
SHW,-0.007662600380064832
EMR,0.02310231023102305
SLB,0.010666666666666602
CMI,-0.033333333333333326
CSX,0.06818181818181812
CLX,-0.025396825396825418
GIS,-0.05860805860805862
NEM,-0.00952507384421375
MCD,-0.049056603773584895
LLY,-0.03976143141153077
BAX,0.06416404828840738
BDX,0.03703703703703698
JNJ,0.004683840749414525
GPC,0.0
HPQ,-0.028168664532300824
WMB,-0.0676657667645143
JPM,-0.014423076923076872
IFF,-0.03805503265121801
NEE,-0.025925925925925908
TAP,-0.006756756756756799
BAC,0.07552870090634434
DUK,0.01860448390618985
AXP,-0.02916744074948896
WFC,-0.042944785276073594
LNC,-0.020785219399538146
DIS,0.07352941176470584
CI,0.030377721518987322
INTC,0.032048717948717886
TGT,0.014432989690721598
TXT,0.06321839080459779
VFC,-0.03161890684314839
WBA,-0.018124033255993877
AIG,0.04871398944314875
FDX,0.11420612813370479
PCAR,0.12871730700900708
ADP,0.044136337986572904
GWW,0.1405622489959839
MAS,0.05290939038133691
ADM,0.06329113924050578
WMT,0.04448559084650805
SNA,0.031372549019608176
SWK,0.02508960573476693
BF.B,0.006667889384769143
AAPL,-0.014512833147345416
OXY,0.05607367366743188
CAG,0.08758180324828424
LB,0.07633320201139715
T,0.018604651162790642
VZ,-0.08407600738430188
LOW,-0.0456584474885845
PHM,0.0625
HES,0.06914908329592184
HAS,0.0
BLL,-0.028109236947791216
NUE,0.07843137254901955
APD,-0.029511041411964478
PKI,0.014134275618374659
NOC,-0.09790451288249746
CNP,-0.022141883913161964
TJX,0.05263896588747996
DOV,0.05673864040811494
PH,0.054545454545454675
ITW,0.15662650602409633
GPS,0.135628445834447
MDT,-0.05468437500000001
SYY,-0.05676855895196509
MMC,0.023102310231022827
AVY,-0.05217391304347829
HD,0.12765595302260913
PNC,0.022435897435897356
C,0.023809523809523947
NKE,0.17010997983496834
ECL,-0.039215686274509776
NWL,-0.021505376344086002
GL,-0.012690355329949554
ORCL,0.059164930884302525
ADSK,0.08588957055214719
MRO,0.05535347837504023
AEE,0.02344622255303319
AMGN,0.2849244658979171
IPG,0.0
COST,-0.02000385059684251
KEY,0.07758620689655182
UNM,0.06358381502890165
MSFT,0.06757513998148035
UNH,0.04166666666666674
LUV,0.059523809523809756
MU,0.4477611940298507
AMAT,-0.02804101666909653
BK,0.03780068728522323
CMA,0.04373177842565612
AON,0.003355704697986628
ADBE,0.2736830581765972
CAH,0.024096385542168752
SCHW,0.08936428571428578
EFX,0.07627364343782261
APA,-0.0461538461538461
PGR,0.017727655674948606
TFC,0.057694084316201044
CINF,0.026755957227379
RF,0.023254516373014678
CCL,-0.03424657534246578
LUMN,-0.05909090909090886
CMS,-0.036363636363636376
AFL,-0.04761904761904767
BBY,0.0876998415670458
VMC,0.014836795252225699
ADI,0.06557377049180335
RAD,0.02400000000000002
CCK,-0.01207729468599028
RHI,0.029629629629629672
SYK,-0.057475597813343327
CTAS,0.05708297673694829
FISV,0.0
TRV,0.07079646017699126
CMCSA,-0.05217391304347829
MTB,-0.013592233009708798
VTRS,0.08536585365853666
TMO,0.06302521008403339
PSA,-0.27586206896551724
LEN,0.041375767478708525
VAR,0.13414419178565118
HST,0.11961696518570242
MXIM,0.13432835820895517
EXPD,0.014563050240581576
J,0.15625
PEAK,-0.02155254047256494
FAST,0.17941754265035303
LHX,0.026548672566371723
PXD,0.08580858085808574
WEC,-0.017021276595744594
PBCT,0.03389922438574611
XRAY,0.0
WELL,-0.02564102564102566
VTR,0.06543773298024069
HRL,0.004082170134316554
WDC,0.08571428571428563
FMC,-0.02999950764988979
CBE,0.049180327868852514
KBH,-0.07070707070707072
CLF,0.008473564864542205
ROST,-0.03125
HP,0.09505984603304518
OKE,-0.03265365493422645
CERN,0.03092834520981791
TT,0.10886091684058319
ODP,-0.12605042016806722
NYT,-0.030456852791878153
TLAB,-0.05470804839558119
LRCX,0.1818214876634121
MNST,0.19995733105765767
PNR,-0.024002744804647147
RRD,-0.03064066852367686
PVH,0.12280701754385959
BIG,0.125
