,t+1
MCK,-0.05778877667045679
D,-0.07970519994540726
KLAC,-0.0346262840949344
GLW,-0.045205479452054775
MET,-0.007354531689379162
DHR,0.0016368286445012092
ETN,-0.014673242909987616
MSI,-0.01744891294205475
NI,0.032383419689119064
TROW,-0.03804347826086951
TPR,0.03501868975014766
FITB,-0.03846153846153855
USB,-0.07152050009192867
BEN,-0.026955138367091624
PAYX,-0.03236449332285929
WHR,-0.047230864965774555
WY,0.004592422502870175
RTX,-0.06937913045659183
HUM,-0.010308139748923195
HBAN,-0.039440203562341014
TSN,-0.01573426573426573
TXN,-0.04626824566235199
STT,-0.06224729666196516
K,-0.026942074539739513
LEG,0.01930147058823528
L,0.007904337251722682
MKC,0.0006583897667420402
NTRS,-0.027534181989627537
SPGI,-0.0004185413832792362
GE,-0.048018925451646766
MCO,-0.0325095969289827
OMC,-0.027956126270733073
ES,0.03368421052631576
WAT,-0.03007665641326107
WRK,-0.020903265181568598
FCX,-0.06293333333333329
ROK,-0.03517031293270578
FE,0.05163883735312291
SRE,0.019618628529519677
VLO,0.024743179056666342
SBUX,0.015614035087719413
VNO,0.01707639645246628
VIAC,-0.031291234684260094
QCOM,-0.1479317238197756
ED,0.040448538245895005
WM,-0.027402011793270842
MS,-0.03453211665772049
MAR,-0.0370370370370372
PNW,0.03744149765990623
PPL,-0.012565445026177957
DRI,-0.0772810910271674
ETR,0.03835508105970731
IP,-0.10412474849094566
COP,0.0878899082568807
AEP,0.044782939832444635
CVS,-0.08109305760709018
XEL,0.0505890505890505
SO,0.03667595171773441
PEP,-0.000549400238073372
CVX,0.022505155563525614
PFE,-0.017441639724415148
KR,-0.12275558812751919
PPG,-0.003126395712371721
IBM,-0.013502218221564943
PG,0.011224489795918391
DTE,0.035200793257312846
KMB,-0.007837837837837869
CAT,-0.040931866987700904
HIG,-0.023317535545023582
CPB,0.017861339600470094
KO,0.0076566125290022935
CL,0.0408015100914767
NSC,-0.026317676586590122
PEG,0.03651743346399838
BMY,-0.04311649016641439
DE,-0.03377916018662519
SEE,0.013500710563713936
BA,-0.09507907156459583
HSY,0.00773930753564156
EXC,0.049220010758472155
XOM,-0.012180590493843568
EIX,0.04962901896125316
F,0.040375586854459966
GD,-0.009328190869136166
HAL,0.021989984759416492
MO,-0.006852589641434204
UNP,0.03098397116343299
MRK,0.003870254330998968
HON,-0.04506716801113109
ABT,-0.003989361702127603
HWM,-0.05805233457431491
SHW,-0.023556950047313174
EMR,-0.0374859075535513
SLB,-0.010841349824400548
CMI,-0.03517857142857139
CSX,0.03262279888785913
CLX,0.031220948249147895
GIS,-0.10948616600790517
NEM,0.027075671233614873
MCD,-0.0089987325728772
LLY,0.0040228393459642575
BAX,-0.03786982248520687
BDX,-0.022111913357400703
JNJ,-0.00743552009914028
GPC,-0.02060394636433005
HPQ,-0.06604175543246682
WMB,-0.10252707581227438
JPM,-0.04771388985105651
IFF,-0.03182236051198639
NEE,0.06961362148002626
TAP,-0.02270368448365334
BAC,-0.06485812285625203
DUK,0.028135368281353657
AXP,-0.04641177673277441
WFC,-0.10025751072961375
LNC,-0.04158467794831433
DIS,-0.02674418604651163
CI,-0.1415997134230591
INTC,0.05212121212121201
TGT,-0.08051913653820686
TXT,-0.015032570569567416
VFC,-0.004967652495379005
WBA,-0.05198378221836086
AIG,-0.05092431112661322
FDX,-0.025329815303430037
PCAR,-0.0763544472272557
ADP,-0.016040926038324743
GWW,0.0816185768479134
MAS,-0.01629773777669674
ADM,0.045060240963855414
WMT,-0.013308195630475805
SNA,-0.07131617045383021
SWK,-0.036659749732754876
BF.B,-0.0003620012605729528
AAPL,-0.06026660692281838
OXY,-0.01126331811263337
CAG,0.02273987798114252
LB,-0.14652669198123747
T,-0.018176810795924037
VZ,0.002725938351855861
LOW,-0.020319303338171224
PHM,0.0490928495197438
HES,0.11596119929453264
LMT,-0.041224536117573596
HAS,-0.12242348532167402
BLL,-0.008489388264669051
NUE,-0.08121522033388462
APD,-0.010330449934656816
PKI,-0.008511195495613522
NOC,-0.00569605832763731
CNP,0.012939001848428777
TJX,-0.007906580707942923
DOV,-0.017407071398118146
PH,-0.04184873949579826
ITW,-0.030329289428076334
GPS,-0.00605288308378471
MDT,0.005389146509587661
SYY,0.006209095485819827
MMC,-0.003138201569100718
AVY,-0.10117587344556289
HD,-0.02467852257181935
PNC,-0.04072053786629448
C,-0.10596026490066224
NKE,-0.011897679952409201
ECL,0.05519630484988447
NWL,-0.07345454545454544
GL,-0.014979520187244022
ORCL,-0.10223704866562011
ADSK,0.06468842729970326
MRO,0.10859106529209606
AEE,0.04329403095062645
AMGN,-0.07453449866999629
IPG,0.0013043478260870156
COST,-0.015054166031922445
CSCO,-0.040062667860340184
EMN,0.0442092770250222
KEY,-0.07695939565627952
UNM,-0.06463654223968562
MSFT,-0.028939248856261313
UNH,-0.051838723969871436
LUV,-0.008653513326410511
MU,0.06909985646914074
BSX,0.00073260073260073
AMAT,-0.033541883906847425
BK,-0.0965988779803646
ALL,0.026751868298494408
CMA,-0.013268874717136336
AON,0.0014987153868113445
AZO,-0.024262206311482792
ADBE,0.027386839102320426
CAH,-0.0951349790674173
SCHW,-0.012854442344045314
EFX,0.039897607908906396
APA,0.1238317757009344
PGR,0.05506493506493504
YUM,0.051247221536181664
TFC,-0.04117918010133581
CINF,-0.007219251336898269
COF,-0.022344658708295162
RF,-0.044238683127572176
AES,0.04120879120879106
CCL,-0.015463143672121316
LUMN,-0.08058198097369895
CMS,0.0658978583196046
AFL,-0.016739692169419285
NTAP,0.017483094177799696
BBY,-0.059905977165883195
VMC,-0.035400473132815136
ADI,0.013794637890755412
XLNX,0.012048192771084265
CTXS,0.0050904364778512345
A,-0.0229297502555863
RAD,-0.14720812182741105
EOG,0.03418803418803407
GRA,-0.07339588377723971
CCK,0.015406162464986162
INTU,0.03554360812425328
RHI,0.017220172201722006
OI,0.002777777777777768
SYK,-0.005561735261401579
CTAS,-0.0040287265720792
FISV,-0.008550573514077064
ZBH,-0.05999999999999994
ABC,-0.09099536060733882
NVDA,-0.04266049357198953
EQR,0.09878744650499294
SPG,0.006849315068492956
EA,-0.026497510839890936
UPS,-0.002858231707317027
EBAY,-0.06440362706347347
PFG,-0.02340869007535673
GS,-0.040935227142911534
PRU,-0.027242837012682042
ANTM,-0.06371191135734078
TRV,-0.0038737446197990577
CMCSA,-0.06229418221734351
DGX,-0.026497136756284623
NLOK,-0.018596154604355264
PLD,0.04098496116344408
ESRX,-0.08211533351049705
BIIB,-0.049599111450487676
MTB,-0.032738719832109076
VTRS,-0.01033653846153848
GILD,-0.044970863947301765
TMO,-0.01044861963190169
LH,-0.0612848935058905
NOV,0.05352032054951361
DHI,0.04034171808258202
STZ,0.05401405845356999
