Date,Open,High,Low,Close,Volume,openinterest
1980-03-17,6.195,6.5182125000000015,6.195,6.195,129699,0
1980-03-18,6.397125000000001,6.437418750000001,6.168075,6.397125000000001,62799,0
1980-03-19,6.42406875,6.4779375,6.35660625,6.42406875,65499,0
1980-03-20,6.32968125,6.437418750000001,6.2893875,6.32968125,47499,0
1980-03-21,6.24886875,6.35660625,6.22194375,6.24886875,33399,0
1980-03-24,6.060337500000001,6.275812499999999,6.03339375,6.060337500000001,57900,0
1980-03-25,6.1277624999999984,6.195,6.00646875,6.1277624999999984,72300,0
1980-03-26,6.141131249999999,6.275812499999999,6.11420625,6.141131249999999,73200,0
1980-03-27,5.8853625,6.07389375,5.764049999999999,5.8853625,153699,0
1980-03-28,6.168075,6.208575,5.8987125,6.168075,101300,0
1980-03-31,6.275812499999999,6.275812499999999,6.141131249999999,6.275812499999999,59199,0
1980-04-01,6.397125000000001,6.4912874999999985,6.32968125,6.397125000000001,81600,0
1980-04-02,6.397125000000001,6.4912874999999985,6.37018125,6.397125000000001,49700,0
1980-04-03,6.275812499999999,6.397125000000001,6.22194375,6.275812499999999,87500,0
1980-04-07,6.060337500000001,6.22194375,6.04696875,6.060337500000001,117300,0
1980-04-08,6.03339375,6.07389375,5.92565625,6.03339375,74100,0
1980-04-09,6.04696875,6.0872625000000005,6.03339375,6.04696875,56000,0
1980-04-10,6.03339375,6.11420625,6.020025,6.03339375,123699,0
1980-04-11,6.020025,6.07389375,6.00646875,6.020025,70700,0
1980-04-14,5.95258125,5.9931,5.92565625,5.95258125,24200,0
1980-04-15,6.060337500000001,6.0872625000000005,5.93923125,6.060337500000001,26199,0
1980-04-16,5.8717875,6.1277624999999984,5.8717875,5.8717875,61599,0
1980-04-17,5.95258125,6.03339375,5.8717875,5.95258125,56199,0
1980-04-18,5.8853625,6.00646875,5.8853625,5.8853625,24800,0
1980-04-21,5.71018125,5.8853625,5.6293687499999985,5.71018125,82100,0
1980-04-22,5.91230625,5.92565625,5.764049999999999,5.91230625,77600,0
1980-04-23,5.95258125,6.060337500000001,5.8987125,5.95258125,68300,0
1980-04-24,6.141131249999999,6.24886875,5.979525,6.141131249999999,33099,0
1980-04-25,6.03339375,6.141131249999999,5.9931,6.03339375,48699,0
1980-04-28,5.8987125,5.979525,5.8987125,5.8987125,34800,0
1980-04-29,5.92565625,5.92565625,5.8717875,5.92565625,33900,0
1980-04-30,5.92565625,5.92565625,5.8584375,5.92565625,57900,0
1980-05-01,5.8987125,5.92565625,5.8853625,5.8987125,60999,0
1980-05-02,5.91230625,5.93923125,5.8987125,5.91230625,17600,0
